SeasonID,RaceID,SprintIndex,Team,PaceDiffAvg,PaceDiffClearAvg,PaceDiffMeanAvg,PaceDiffClearMeanAvg,PaceDiffDeltaAvg,PaceDiffClearDeltaAvg,PaceDiffLapsCountBetterID,PaceDiffClearLapsCountBetterID,PaceDiffValueBetterID,PaceDiffValueBetter
2022,2022011,2,Alfa Romeo,-0.0709318181818181,0.0086704545454545,-0.0642619047619047,0.0191309523809523,0.0527272727272727,0.0983863636363636,23.0,3.0,3.0,-0.0445681818181818
2022,2022021,2,Alfa Romeo,-0.5033387096774193,-0.4048225806451613,-0.3984375,-0.294,0.504465811965812,0.5417970085470085,3.0,3.0,3.0,-0.2104230769230768
2022,2022031,2,Alfa Romeo,-0.4759764705882353,-0.4174705882352941,-0.468202380952381,-0.409,0.344235326688815,0.3730509413067552,3.0,3.0,3.0,-0.3058837209302326
2022,2022040,2,Alfa Romeo,,,,,,,,,,
2022,2022041,2,Alfa Romeo,-0.1229459459459459,-0.0024864864864864,-0.1220181818181818,-0.0004636363636363,-0.9920435064935064,-0.8656646103896104,3.0,3.0,3.0,0.3686071428571429
2022,2022051,2,Alfa Romeo,0.1542916666666667,0.2328541666666666,0.0996666666666666,0.0996666666666666,0.3914222222222222,0.4752222222222222,3.0,3.0,3.0,0.1787555555555555
2022,2022061,2,Alfa Romeo,-0.096433734939759,0.0154457831325301,0.0312857142857142,0.107047619047619,-0.6770528985507247,-0.7224159420289855,3.0,3.0,3.0,0.0911833333333333
2022,2022071,2,Alfa Romeo,-1.007429906542056,-0.8173271028037384,-1.0258529411764703,-0.8264313725490197,0.4545150244584208,0.0810786163522012,3.0,3.0,3.0,-0.7822962962962963
2022,2022081,2,Alfa Romeo,-0.5329677419354838,-0.4525967741935484,-0.5103888888888889,-0.4393888888888889,-0.7899848484848486,-0.7499292929292929,23.0,23.0,23.0,0.0276666666666666
2022,2022091,2,Alfa Romeo,-0.186504424778761,-0.1478938053097345,-0.1756160714285714,-0.1366607142857143,0.0518536967418546,0.0488161027568922,3.0,3.0,3.0,-0.1608070175438596
2022,2022101,2,Alfa Romeo,,,,,,,,,,
2022,2022110,2,Alfa Romeo,-0.3681190476190476,-0.2456666666666666,-0.3681190476190476,-0.2456666666666666,-0.3234761904761906,-0.2535238095238095,3.0,3.0,3.0,-0.2063809523809523
2022,2022111,2,Alfa Romeo,-0.2952439024390244,-0.1642357723577235,-0.3041403508771929,-0.1692368421052631,0.0533654151242729,0.1041819143310417,23.0,23.0,3.0,-0.2683442622950819
2022,2022121,2,Alfa Romeo,-0.692375,-0.562925,-0.703,-0.576,0.5870081709616595,0.439762413576367,23.0,23.0,3.0,-0.4208837209302325
2022,2022131,2,Alfa Romeo,-0.6382016806722689,-0.5319495798319328,-0.6334298245614035,-0.5225175438596491,-0.3750819209039547,-0.3206957627118645,3.0,23.0,23.0,-0.4490847457627118
2022,2022141,2,Alfa Romeo,,,,,,,,,,
2022,2022151,2,Alfa Romeo,-0.6874489795918368,-0.5838673469387755,-0.6977435897435897,-0.5827564102564102,0.0083416490486258,-0.0364114164904861,23.0,23.0,3.0,-0.682767441860465
2022,2022161,2,Alfa Romeo,-0.500320987654321,-0.4241481481481481,-0.4902763157894737,-0.4090921052631579,-0.1459067073170731,-0.1422475609756097,23.0,23.0,23.0,-0.4282682926829269
2022,2022171,2,Alfa Romeo,-1.4921627906976744,-1.3686046511627907,-1.943875,-1.943875,1.1927948717948718,1.329025641025641,3.0,3.0,3.0,-1.3812051282051283
2022,2022181,2,Alfa Romeo,-0.8147,-0.62975,-0.6683823529411765,-0.5591470588235294,-1.275218045112782,-1.1899999999999995,23.0,23.0,23.0,-0.1452105263157894
2022,2022191,2,Alfa Romeo,-0.7425636363636364,-0.6220727272727272,-0.2426363636363636,-0.1728636363636363,0.8016317829457364,0.8111298449612403,3.0,3.0,3.0,-0.1158333333333333
2022,2022201,2,Alfa Romeo,-0.4785116279069767,-0.3894573643410853,-0.4760241935483871,-0.3833790322580645,0.17956875,0.1645144230769231,3.0,3.0,3.0,-0.38803125
2022,2022210,2,Alfa Romeo,-0.3952954545454545,-0.2500909090909091,-0.3952954545454545,-0.2500909090909091,0.0064090909090908,-0.0566363636363636,3.0,equal,3.0,-0.3920909090909091
2022,2022211,2,Alfa Romeo,-0.3655392156862744,-0.2952058823529412,-0.3705531914893617,-0.3079574468085106,0.3728431372549019,0.4039803921568627,3.0,3.0,3.0,-0.1791176470588235
2022,2022221,2,Alfa Romeo,-0.7249615384615384,-0.5755384615384616,-0.7115204081632653,-0.5602142857142858,-0.5579770625231224,-0.4730003699593044,23.0,23.0,23.0,-0.4406078431372549
