SprintIndex,SeasonID,RaceID,LapNumber,LapNumberFlow,Team,14_Laptime,35_Laptime,14_PaceDiff,35_PaceDiff,14_PaceDiffClear,35_PaceDiffClear,PaceMarker,PaceDiffTeammateDelta,PaceDiffTeammateBetter,PaceDiffClearTeammateDelta,PaceDiffClearTeammateBetter,PaceDiffTeammateMean,PaceDiffClearTeammateMean,PaceDiffTeammateBetterMode
2,2025,2025071,23.0,390,Mercedes,82.576,82.336,0.609,0.369,-0.071,0.369,82.1,-0.24,35,0.44,14,0.489,0.149,14
2,2025,2025071,24.0,391,Mercedes,82.149,82.5,0.241,0.592,0.241,0.592,81.908,0.351,14,0.351,14,0.4165,0.4165,14
2,2025,2025071,25.0,392,Mercedes,81.552,82.314,-0.529,0.233,-0.529,0.233,82.168,0.762,14,0.762,14,-0.14800000000000002,-0.14800000000000002,14
2,2025,2025071,26.0,393,Mercedes,81.727,82.28,-0.47,0.083,-0.47,0.083,82.238,0.5529999999999999,14,0.5529999999999999,14,-0.19349999999999998,-0.19349999999999998,14
2,2025,2025071,27.0,394,Mercedes,81.414,82.861,-0.631,0.816,-0.631,0.293,82.122,1.447,14,0.9239999999999999,14,0.09249999999999997,-0.169,14
2,2025,2025071,28.0,395,Mercedes,81.817,82.397,-0.499,0.081,-0.499,0.081,82.316,0.58,14,0.58,14,-0.209,-0.209,14
2,2025,2025071,29.0,396,Mercedes,,,,,,,,,,,,,,14
2,2025,2025071,30.0,397,Mercedes,,,,,,,,,,,,,,14
2,2025,2025071,31.0,398,Mercedes,81.258,,-0.262,,-0.262,,81.52,,,,,-0.262,-0.262,14
2,2025,2025071,32.0,399,Mercedes,80.688,81.661,-0.384,0.589,-0.384,0.589,81.144,0.973,14,0.973,14,0.10249999999999998,0.10249999999999998,14
2,2025,2025071,33.0,400,Mercedes,81.267,80.62,0.356,-0.291,0.356,-0.291,81.054,-0.647,35,-0.647,35,0.0325,0.0325,14
2,2025,2025071,34.0,401,Mercedes,82.475,81.868,1.566,0.959,0.65,-0.01,81.022,-0.6070000000000001,35,-0.66,35,1.2625,0.32,14
2,2025,2025071,35.0,402,Mercedes,81.852,81.178,0.82,0.146,0.82,0.146,81.055,-0.6739999999999999,35,-0.6739999999999999,35,0.483,0.483,14
2,2025,2025071,36.0,403,Mercedes,80.675,80.822,-0.263,-0.116,-0.263,-0.116,81.017,0.14700000000000002,14,0.14700000000000002,14,-0.1895,-0.1895,14
2,2025,2025071,37.0,404,Mercedes,80.544,81.086,-0.363,0.179,-0.363,0.179,81.027,0.542,14,0.542,14,-0.092,-0.092,14
2,2025,2025071,38.0,405,Mercedes,80.462,81.944,-0.438,1.044,-0.438,0.233,80.943,1.482,14,0.671,14,0.30300000000000005,-0.1025,14
2,2025,2025071,39.0,406,Mercedes,80.514,81.181,-0.378,0.289,-0.378,0.289,80.957,0.667,14,0.667,14,-0.04450000000000001,-0.04450000000000001,14
2,2025,2025071,40.0,407,Mercedes,80.114,80.956,-0.753,0.089,-0.753,0.089,80.928,0.842,14,0.842,14,-0.332,-0.332,14
2,2025,2025071,41.0,408,Mercedes,80.516,80.986,-0.292,0.178,-0.596,0.178,81.045,0.47,14,0.774,14,-0.056999999999999995,-0.209,14
2,2025,2025071,42.0,409,Mercedes,80.309,81.019,-0.49,0.22,-0.49,0.22,80.941,0.71,14,0.71,14,-0.135,-0.135,14
2,2025,2025071,43.0,410,Mercedes,80.277,80.621,-0.464,-0.12,-0.464,-0.12,80.834,0.34400000000000003,14,0.34400000000000003,14,-0.29200000000000004,-0.29200000000000004,14
2,2025,2025071,44.0,411,Mercedes,80.211,80.834,-0.701,-0.078,-0.701,-0.078,80.912,0.623,14,0.623,14,-0.38949999999999996,-0.38949999999999996,14
2,2025,2025071,45.0,412,Mercedes,,,,,,,80.33,,,,,,,14
2,2025,2025071,46.0,413,Mercedes,,,,,,,,,,,,,,14
2,2025,2025071,47.0,414,Mercedes,,,,,,,,,,,,,,14
2,2025,2025071,48.0,415,Mercedes,,,,,,,,,,,,,,14
2,2025,2025071,49.0,416,Mercedes,,,,,,,,,,,,,,14
2,2025,2025071,50.0,417,Mercedes,,,,,,,,,,,,,,14
2,2025,2025071,51.0,418,Mercedes,,,,,,,,,,,,,,14
2,2025,2025071,52.0,419,Mercedes,,,,,,,,,,,,,,14
2,2025,2025071,53.0,420,Mercedes,,,,,,,,,,,,,,14
2,2025,2025071,54.0,421,Mercedes,,,,,,,,,,,,,,14
2,2025,2025071,55.0,422,Mercedes,79.733,,-0.848,,-0.848,,80.581,,,,,-0.848,-0.848,14
2,2025,2025071,56.0,423,Mercedes,80.938,,0.907,,0.094,,80.204,,,,,0.907,0.094,14
2,2025,2025071,57.0,424,Mercedes,80.517,,0.582,,0.582,,80.011,,,,,0.582,0.582,14
2,2025,2025071,58.0,425,Mercedes,79.867,,-0.076,,-0.076,,80.196,,,,,-0.076,-0.076,14
2,2025,2025071,59.0,426,Mercedes,79.983,,-0.033,,-0.033,,80.125,,,,,-0.033,-0.033,14
2,2025,2025071,60.0,427,Mercedes,79.821,,-0.162,,-0.162,,80.093,,,,,-0.162,-0.162,14
2,2025,2025071,61.0,428,Mercedes,79.841,,-0.123,,-0.123,,80.016,,,,,-0.123,-0.123,14
2,2025,2025071,62.0,429,Mercedes,80.479,,0.272,,-0.055,,80.251,,,,,0.272,-0.055,14
2,2025,2025071,63.0,430,Mercedes,80.464,,0.2,,0.2,,80.264,,,,,0.2,0.2,14
2,2025,2025081,1.0,431,Mercedes,,,,,,,,,,,,,,14
2,2025,2025081,2.0,432,Mercedes,,,,,,,,,,,,,,14
2,2025,2025081,3.0,433,Mercedes,,,,,,,,,,,,,,14
2,2025,2025081,4.0,434,Mercedes,,,,,,,,,,,,,,14
2,2025,2025081,5.0,435,Mercedes,80.576,80.377,0.859,0.66,0.859,0.66,79.717,-0.19899999999999995,35,-0.19899999999999995,35,0.7595000000000001,0.7595000000000001,14
2,2025,2025081,6.0,436,Mercedes,80.75,80.757,1.141,1.148,1.141,1.148,79.702,0.006999999999999895,14,0.006999999999999895,14,1.1444999999999999,1.1444999999999999,14
2,2025,2025081,7.0,437,Mercedes,81.214,81.194,1.416,1.396,1.416,1.396,79.798,-0.020000000000000018,35,-0.020000000000000018,35,1.406,1.406,14
2,2025,2025081,8.0,438,Mercedes,80.793,80.877,1.509,1.593,1.509,1.593,79.627,0.08400000000000007,14,0.08400000000000007,14,1.551,1.551,14
2,2025,2025081,9.0,439,Mercedes,83.39,83.326,3.55,3.486,1.307,1.36,82.045,-0.06399999999999961,35,0.05300000000000016,14,3.518,1.3335,14
2,2025,2025081,10.0,440,Mercedes,81.501,81.523,1.136,1.158,1.136,1.158,80.469,0.02200000000000002,14,0.02200000000000002,14,1.1469999999999998,1.1469999999999998,14
2,2025,2025081,11.0,441,Mercedes,79.853,79.894,0.996,1.037,0.996,1.037,78.857,0.040999999999999925,14,0.040999999999999925,14,1.0165,1.0165,14
2,2025,2025081,12.0,442,Mercedes,79.726,79.788,1.217,1.279,1.217,1.279,78.509,0.06199999999999983,14,0.06199999999999983,14,1.248,1.248,14
2,2025,2025081,13.0,443,Mercedes,78.901,78.868,0.865,0.832,0.865,0.832,78.036,-0.03300000000000003,35,-0.03300000000000003,35,0.8485,0.8485,14
2,2025,2025081,14.0,444,Mercedes,79.247,79.075,1.469,1.297,1.469,1.297,77.778,-0.17200000000000015,35,-0.17200000000000015,35,1.383,1.383,14
2,2025,2025081,15.0,445,Mercedes,79.764,79.858,1.984,2.078,1.984,2.078,77.78,0.09399999999999986,14,0.09399999999999986,14,2.0309999999999997,2.0309999999999997,14
2,2025,2025081,16.0,446,Mercedes,80.766,80.745,2.362,2.341,2.362,2.341,78.404,-0.020999999999999908,35,-0.020999999999999908,35,2.3515,2.3515,14
2,2025,2025081,17.0,447,Mercedes,81.057,81.182,2.746,2.871,2.746,2.871,78.498,0.125,14,0.125,14,2.8085,2.8085,14
2,2025,2025081,18.0,448,Mercedes,80.126,80.136,2.304,2.314,2.304,2.314,77.822,0.010000000000000231,14,0.010000000000000231,14,2.309,2.309,14
2,2025,2025081,19.0,449,Mercedes,79.629,79.624,1.689,1.684,1.689,1.684,77.974,-0.0050000000000001155,35,-0.0050000000000001155,35,1.6865,1.6865,14
2,2025,2025081,20.0,450,Mercedes,78.513,78.842,1.052,1.381,1.052,1.381,77.461,0.32899999999999996,14,0.32899999999999996,14,1.2165,1.2165,14
2,2025,2025081,21.0,451,Mercedes,77.775,77.914,0.761,0.9,0.761,0.9,77.054,0.139,14,0.139,14,0.8305,0.8305,14
2,2025,2025081,22.0,452,Mercedes,77.301,77.273,0.633,0.605,0.633,0.605,76.763,-0.028000000000000025,35,-0.028000000000000025,35,0.619,0.619,14
2,2025,2025081,23.0,453,Mercedes,76.9,76.973,0.235,0.308,0.235,0.308,76.855,0.07300000000000001,14,0.07300000000000001,14,0.27149999999999996,0.27149999999999996,14
2,2025,2025081,24.0,454,Mercedes,76.935,76.939,0.207,0.211,0.207,0.211,76.728,0.0040000000000000036,14,0.0040000000000000036,14,0.209,0.209,14
2,2025,2025081,25.0,455,Mercedes,79.216,78.777,2.17,1.731,2.17,1.731,77.251,-0.43899999999999983,35,-0.43899999999999983,35,1.9505,1.9505,14
2,2025,2025081,26.0,456,Mercedes,79.491,79.479,2.293,2.281,2.293,2.281,77.302,-0.01200000000000001,35,-0.01200000000000001,35,2.287,2.287,14
2,2025,2025081,27.0,457,Mercedes,79.453,79.446,2.349,2.342,2.349,2.342,77.104,-0.007000000000000117,35,-0.007000000000000117,35,2.3455000000000004,2.3455000000000004,14
2,2025,2025081,28.0,458,Mercedes,79.673,79.91,2.443,2.68,2.443,2.68,77.277,0.2370000000000001,14,0.2370000000000001,14,2.5615,2.5615,14
2,2025,2025081,29.0,459,Mercedes,79.247,79.074,2.039,1.866,2.039,1.866,77.488,-0.17300000000000004,35,-0.17300000000000004,35,1.9525000000000001,1.9525000000000001,14
2,2025,2025081,30.0,460,Mercedes,80.514,80.406,3.362,3.254,1.505,2.289,77.539,-0.1080000000000001,35,0.7840000000000003,14,3.308,1.897,14
2,2025,2025081,31.0,461,Mercedes,78.068,79.809,0.689,2.43,0.689,2.43,77.434,1.741,14,1.741,14,1.5595,1.5595,14
2,2025,2025081,32.0,462,Mercedes,79.384,79.689,1.616,1.921,1.616,1.921,78.091,0.30499999999999994,14,0.30499999999999994,14,1.7685,1.7685,14
2,2025,2025081,33.0,463,Mercedes,81.135,79.344,3.686,1.895,1.711,1.895,77.592,-1.791,35,0.18399999999999994,14,2.7904999999999998,1.803,14
2,2025,2025081,34.0,464,Mercedes,78.936,78.763,1.498,1.325,1.498,1.325,77.687,-0.17300000000000004,35,-0.17300000000000004,35,1.4115,1.4115,14
2,2025,2025081,35.0,465,Mercedes,79.219,79.458,2.149,2.388,2.149,2.388,77.267,0.23899999999999988,14,0.23899999999999988,14,2.2685,2.2685,14
2,2025,2025081,36.0,466,Mercedes,79.952,79.869,2.793,2.71,2.793,2.71,77.455,-0.08300000000000018,35,-0.08300000000000018,35,2.7515,2.7515,14
2,2025,2025081,37.0,467,Mercedes,78.925,78.87,1.873,1.818,1.873,1.818,77.106,-0.05499999999999994,35,-0.05499999999999994,35,1.8455,1.8455,14
2,2025,2025081,38.0,468,Mercedes,78.468,78.381,1.754,1.667,1.754,1.667,76.714,-0.08699999999999997,35,-0.08699999999999997,35,1.7105000000000001,1.7105000000000001,14
2,2025,2025081,39.0,469,Mercedes,78.865,78.721,1.972,1.828,1.972,1.828,77.004,-0.1439999999999999,35,-0.1439999999999999,35,1.9,1.9,14
2,2025,2025081,40.0,470,Mercedes,78.936,78.95,1.916,1.93,1.916,1.93,77.093,0.014000000000000012,14,0.014000000000000012,14,1.923,1.923,14
2,2025,2025081,41.0,471,Mercedes,77.272,78.06,0.495,1.283,0.495,1.283,76.886,0.7879999999999999,14,0.7879999999999999,14,0.889,0.889,14
2,2025,2025081,42.0,472,Mercedes,77.617,77.12,0.988,0.491,0.988,0.491,76.718,-0.497,35,-0.497,35,0.7395,0.7395,14
2,2025,2025081,43.0,473,Mercedes,78.494,78.31,1.756,1.572,1.756,1.572,76.781,-0.18399999999999994,35,-0.18399999999999994,35,1.6640000000000001,1.6640000000000001,14
2,2025,2025081,44.0,474,Mercedes,79.072,78.885,2.126,1.939,2.126,1.939,76.946,-0.18699999999999983,35,-0.18699999999999983,35,2.0324999999999998,2.0324999999999998,14
2,2025,2025081,45.0,475,Mercedes,79.192,79.251,2.068,2.127,2.068,2.127,77.241,0.05899999999999972,14,0.05899999999999972,14,2.0975,2.0975,14
2,2025,2025081,46.0,476,Mercedes,79.289,79.265,2.075,2.051,2.075,2.051,77.399,-0.02400000000000002,35,-0.02400000000000002,35,2.063,2.063,14
2,2025,2025081,47.0,477,Mercedes,79.959,80.131,2.645,2.817,2.645,2.817,77.453,0.17200000000000015,14,0.17200000000000015,14,2.731,2.731,14
2,2025,2025081,48.0,478,Mercedes,77.477,78.844,0.283,1.65,0.283,1.65,77.287,1.367,14,1.367,14,0.9664999999999999,0.9664999999999999,14
2,2025,2025081,49.0,479,Mercedes,77.379,78.328,0.134,1.083,0.134,1.083,77.45,0.949,14,0.949,14,0.6085,0.6085,14
2,2025,2025081,50.0,480,Mercedes,75.966,79.093,-1.393,1.734,-1.393,1.734,77.359,3.127,14,3.127,14,0.17049999999999998,0.17049999999999998,14
2,2025,2025081,51.0,481,Mercedes,76.095,80.341,-1.59,2.656,-1.59,2.656,78.158,4.246,14,4.246,14,0.533,0.533,14
2,2025,2025081,52.0,482,Mercedes,76.023,81.962,-1.619,4.32,-1.619,2.16,78.022,5.939,14,3.779,14,1.3505000000000003,0.2705000000000001,14
2,2025,2025081,53.0,483,Mercedes,,79.263,,1.445,,1.445,78.005,,,,,1.445,1.445,14
2,2025,2025081,54.0,484,Mercedes,,79.603,,2.204,,2.204,77.776,,,,,2.204,2.204,14
2,2025,2025081,55.0,485,Mercedes,76.455,78.966,-0.691,1.82,-0.691,1.82,77.267,2.511,14,2.511,14,0.5645,0.5645,14
2,2025,2025081,56.0,486,Mercedes,78.479,78.296,1.608,1.425,-0.286,1.425,77.183,-0.18300000000000005,35,1.711,14,1.5165000000000002,0.5695,14
2,2025,2025081,57.0,487,Mercedes,76.715,78.511,-0.259,1.537,-0.259,1.537,76.974,1.7959999999999998,14,1.7959999999999998,14,0.639,0.639,14
2,2025,2025081,58.0,488,Mercedes,76.037,78.393,-0.845,1.511,-0.845,1.511,76.953,2.356,14,2.356,14,0.33299999999999996,0.33299999999999996,14
2,2025,2025081,59.0,489,Mercedes,76.082,79.056,-0.883,2.091,-0.883,2.091,77.266,2.974,14,2.974,14,0.6040000000000001,0.6040000000000001,14
2,2025,2025081,60.0,490,Mercedes,76.207,78.697,-0.82,1.67,-0.82,1.67,77.072,2.4899999999999998,14,2.4899999999999998,14,0.425,0.425,14
2,2025,2025081,61.0,491,Mercedes,75.998,78.59,-1.083,1.509,-1.083,1.509,77.081,2.5919999999999996,14,2.5919999999999996,14,0.21299999999999997,0.21299999999999997,14
2,2025,2025081,62.0,492,Mercedes,,78.448,,1.358,,1.358,77.28,,,,,1.358,1.358,14
2,2025,2025081,63.0,493,Mercedes,,78.884,,1.698,,1.698,77.286,,,,,1.698,1.698,14
2,2025,2025081,64.0,494,Mercedes,73.864,78.457,-2.958,1.635,-2.958,1.635,77.473,4.593,14,4.593,14,-0.6615000000000001,-0.6615000000000001,14
2,2025,2025081,65.0,495,Mercedes,74.28,77.696,-2.302,1.114,-2.691,1.114,76.729,3.4160000000000004,14,3.8049999999999997,14,-0.594,-0.7884999999999999,14
2,2025,2025081,66.0,496,Mercedes,73.918,77.398,-2.338,1.142,-2.338,1.142,76.256,3.48,14,3.48,14,-0.5980000000000001,-0.5980000000000001,14
2,2025,2025081,67.0,497,Mercedes,73.483,75.551,-2.442,-0.374,-2.442,-0.374,76.188,2.068,14,2.068,14,-1.4080000000000001,-1.4080000000000001,14
2,2025,2025081,68.0,498,Mercedes,,75.019,,-1.088,,-1.088,76.212,,,,,-1.088,-1.088,14
2,2025,2025081,69.0,499,Mercedes,,,,,,,76.525,,,,,,,14
2,2025,2025081,70.0,500,Mercedes,74.303,,-1.837,,-1.837,,76.14,,,,,-1.837,-1.837,14
2,2025,2025081,71.0,501,Mercedes,74.053,,-1.96,,-1.96,,76.092,,,,,-1.96,-1.96,14
2,2025,2025081,72.0,502,Mercedes,73.865,,-2.094,,-2.094,,75.959,,,,,-2.094,-2.094,14
2,2025,2025081,73.0,503,Mercedes,73.596,73.651,-2.204,-2.149,-2.204,-2.149,75.8,0.05500000000000016,14,0.05500000000000016,14,-2.1765,-2.1765,14
2,2025,2025081,74.0,504,Mercedes,73.405,73.518,-2.328,-2.215,-2.328,-2.215,75.811,0.11299999999999999,14,0.11299999999999999,14,-2.2714999999999996,-2.2714999999999996,14
2,2025,2025081,75.0,505,Mercedes,73.773,74.834,-2.086,-1.025,-2.086,-1.025,75.859,1.061,14,1.061,14,-1.5554999999999999,-1.5554999999999999,14
2,2025,2025081,76.0,506,Mercedes,74.49,,-1.768,,-1.768,,76.258,,,,,-1.768,-1.768,14
2,2025,2025091,1.0,507,Mercedes,,,,,,,,,,,,,,14
2,2025,2025091,2.0,508,Mercedes,,,,,,,,,,,,,,14
2,2025,2025091,3.0,509,Mercedes,81.385,81.874,-0.536,-0.047,-0.536,-0.047,81.921,0.48900000000000005,14,0.48900000000000005,14,-0.29150000000000004,-0.29150000000000004,14
2,2025,2025091,4.0,510,Mercedes,81.126,81.374,-0.503,-0.255,-0.503,-0.255,81.644,0.248,14,0.248,14,-0.379,-0.379,14
2,2025,2025091,5.0,511,Mercedes,81.13,81.368,-0.563,-0.325,-0.563,-0.325,81.693,0.23799999999999993,14,0.23799999999999993,14,-0.44399999999999995,-0.44399999999999995,14
2,2025,2025091,6.0,512,Mercedes,81.383,81.477,-0.425,-0.331,-0.425,-0.331,81.808,0.09399999999999997,14,0.09399999999999997,14,-0.378,-0.378,14
2,2025,2025091,7.0,513,Mercedes,81.684,81.707,-0.303,-0.28,-0.303,-0.28,82.026,0.022999999999999965,14,0.022999999999999965,14,-0.2915,-0.2915,14
2,2025,2025091,8.0,514,Mercedes,81.738,81.857,-0.334,-0.215,-0.334,-0.215,82.086,0.11900000000000002,14,0.11900000000000002,14,-0.2745,-0.2745,14
2,2025,2025091,9.0,515,Mercedes,82.136,81.744,0.101,-0.291,0.101,-0.291,82.035,-0.392,35,-0.392,35,-0.09499999999999999,-0.09499999999999999,14
2,2025,2025091,10.0,516,Mercedes,82.081,81.991,0.475,0.385,0.475,0.385,81.732,-0.08999999999999997,35,-0.08999999999999997,35,0.43,0.43,14
2,2025,2025091,11.0,517,Mercedes,81.472,82.021,-0.174,0.375,-0.174,0.375,81.679,0.5489999999999999,14,0.5489999999999999,14,0.1005,0.1005,14
2,2025,2025091,12.0,518,Mercedes,81.625,81.736,-0.27,-0.159,-0.27,-0.159,81.951,0.11100000000000002,14,0.11100000000000002,14,-0.21450000000000002,-0.21450000000000002,14
2,2025,2025091,13.0,519,Mercedes,82.055,81.845,-0.097,-0.307,-0.097,-0.307,82.727,-0.21,35,-0.21,35,-0.202,-0.202,14
2,2025,2025091,14.0,520,Mercedes,82.339,82.313,0.12,0.094,0.12,-0.206,82.237,-0.025999999999999995,35,-0.32599999999999996,35,0.107,-0.043,14
2,2025,2025091,15.0,521,Mercedes,81.968,82.181,0.17,0.383,0.17,0.383,81.829,0.213,14,0.213,14,0.2765,0.2765,14
2,2025,2025091,16.0,522,Mercedes,81.547,81.899,0.0,0.352,0.0,0.352,81.547,0.352,14,0.352,14,0.176,0.176,14
2,2025,2025091,17.0,523,Mercedes,81.382,82.217,-0.266,0.569,-0.266,0.569,81.757,0.835,14,0.835,14,0.15149999999999997,0.15149999999999997,14
2,2025,2025091,18.0,524,Mercedes,81.732,82.441,-0.065,0.644,-0.065,0.644,81.98,0.7090000000000001,14,0.7090000000000001,14,0.2895,0.2895,14
2,2025,2025091,19.0,525,Mercedes,82.971,82.26,1.159,0.448,1.159,0.448,81.871,-0.7110000000000001,35,-0.7110000000000001,35,0.8035,0.8035,14
2,2025,2025091,20.0,526,Mercedes,,82.54,,0.975,,0.975,81.697,,,,,0.975,0.975,14
2,2025,2025091,21.0,527,Mercedes,,,,,,,81.474,,,,,,,14
2,2025,2025091,22.0,528,Mercedes,79.163,,-2.119,,-2.119,,81.32,,,,,-2.119,-2.119,14
2,2025,2025091,23.0,529,Mercedes,79.512,81.65,-1.794,0.344,-1.794,0.344,81.327,2.138,14,2.138,14,-0.7250000000000001,-0.7250000000000001,14
2,2025,2025091,24.0,530,Mercedes,80.074,80.507,-1.147,-0.714,-1.147,-0.714,81.532,0.43300000000000005,14,0.43300000000000005,14,-0.9305,-0.9305,14
2,2025,2025091,25.0,531,Mercedes,80.411,80.894,-0.914,-0.431,-0.914,-0.684,81.418,0.48300000000000004,14,0.22999999999999998,14,-0.6725,-0.799,14
2,2025,2025091,26.0,532,Mercedes,80.592,80.774,-0.542,-0.36,-0.542,-0.36,81.144,0.18200000000000005,14,0.18200000000000005,14,-0.451,-0.451,14
2,2025,2025091,27.0,533,Mercedes,80.311,80.696,-0.688,-0.303,-0.688,-0.303,81.009,0.38499999999999995,14,0.38499999999999995,14,-0.49549999999999994,-0.49549999999999994,14
2,2025,2025091,28.0,534,Mercedes,80.726,80.485,-0.222,-0.463,-0.618,-0.463,81.066,-0.24100000000000002,35,0.15499999999999997,14,-0.3425,-0.5405,14
2,2025,2025091,29.0,535,Mercedes,80.349,80.518,-0.635,-0.466,-0.635,-0.466,81.095,0.16899999999999998,14,0.16899999999999998,14,-0.5505,-0.5505,14
2,2025,2025091,30.0,536,Mercedes,80.427,80.395,-0.592,-0.624,-0.592,-0.624,81.073,-0.03200000000000003,35,-0.03200000000000003,35,-0.608,-0.608,14
2,2025,2025091,31.0,537,Mercedes,80.421,80.529,-0.517,-0.409,-0.517,-0.409,81.1,0.10800000000000004,14,0.10800000000000004,14,-0.46299999999999997,-0.46299999999999997,14
2,2025,2025091,32.0,538,Mercedes,80.533,80.475,-0.525,-0.583,-0.525,-0.583,81.117,-0.05799999999999994,35,-0.05799999999999994,35,-0.554,-0.554,14
2,2025,2025091,33.0,539,Mercedes,80.669,80.549,-0.438,-0.558,-0.438,-0.558,81.142,-0.12000000000000005,35,-0.12000000000000005,35,-0.498,-0.498,14
2,2025,2025091,34.0,540,Mercedes,80.421,80.924,-0.698,-0.195,-0.698,-0.481,81.242,0.5029999999999999,14,0.21699999999999997,14,-0.4465,-0.5894999999999999,14
2,2025,2025091,35.0,541,Mercedes,80.619,80.728,-0.321,-0.212,-0.321,-0.212,80.94,0.10900000000000001,14,0.10900000000000001,14,-0.2665,-0.2665,14
2,2025,2025091,36.0,542,Mercedes,80.368,80.73,-0.538,-0.176,-0.538,-0.176,81.182,0.36200000000000004,14,0.36200000000000004,14,-0.357,-0.357,14
2,2025,2025091,37.0,543,Mercedes,80.537,80.752,-0.518,-0.303,-0.518,-0.303,81.103,0.21500000000000002,14,0.21500000000000002,14,-0.4105,-0.4105,14
2,2025,2025091,38.0,544,Mercedes,80.524,80.581,-0.444,-0.387,-0.444,-0.387,81.049,0.056999999999999995,14,0.056999999999999995,14,-0.4155,-0.4155,14
2,2025,2025091,39.0,545,Mercedes,80.499,80.371,-0.356,-0.484,-0.356,-0.484,80.855,-0.128,35,-0.128,35,-0.42,-0.42,14
2,2025,2025091,40.0,546,Mercedes,80.888,80.456,-0.018,-0.45,-0.018,-0.45,81.004,-0.432,35,-0.432,35,-0.234,-0.234,14
2,2025,2025091,41.0,547,Mercedes,,80.705,,-0.015,,-0.015,80.821,,,,,-0.015,-0.015,14
2,2025,2025091,42.0,548,Mercedes,,80.713,,-0.016,,-0.016,80.888,,,,,-0.016,-0.016,14
2,2025,2025091,43.0,549,Mercedes,78.437,80.711,-2.231,0.043,-2.231,0.043,80.717,2.274,14,2.274,14,-1.0939999999999999,-1.0939999999999999,14
2,2025,2025091,44.0,550,Mercedes,79.079,81.604,-1.481,1.044,-1.481,0.44,80.616,2.5250000000000004,14,1.921,14,-0.21850000000000003,-0.5205000000000001,14
2,2025,2025091,45.0,551,Mercedes,79.176,81.289,-1.24,0.873,-1.24,0.873,80.444,2.113,14,2.113,14,-0.1835,-0.1835,14
2,2025,2025091,46.0,552,Mercedes,79.351,80.941,-0.658,0.932,-0.658,0.932,80.212,1.59,14,1.59,14,0.137,0.137,14
2,2025,2025091,47.0,553,Mercedes,79.393,80.622,-0.708,0.521,-0.708,0.521,80.359,1.229,14,1.229,14,-0.09349999999999997,-0.09349999999999997,14
2,2025,2025091,48.0,554,Mercedes,79.047,80.434,-0.891,0.496,-0.891,0.496,80.11,1.387,14,1.387,14,-0.1975,-0.1975,14
2,2025,2025091,49.0,555,Mercedes,79.121,,-0.636,,-0.636,,79.951,,,,,-0.636,-0.636,14
2,2025,2025091,50.0,556,Mercedes,79.416,,-0.396,,-0.396,,79.812,,,,,-0.396,-0.396,14
2,2025,2025091,51.0,557,Mercedes,79.471,78.328,-0.403,-1.546,-0.403,-1.546,80.017,-1.143,35,-1.143,35,-0.9745,-0.9745,14
2,2025,2025091,52.0,558,Mercedes,79.28,78.255,-0.502,-1.527,-0.502,-1.527,79.882,-1.025,35,-1.025,35,-1.0145,-1.0145,14
2,2025,2025091,53.0,559,Mercedes,79.426,79.04,-0.244,-0.63,-0.244,-0.63,79.67,-0.386,35,-0.386,35,-0.437,-0.437,14
2,2025,2025091,54.0,560,Mercedes,79.578,,0.724,,0.724,,78.854,,,,,0.724,0.724,14
2,2025,2025091,55.0,561,Mercedes,,,,,,,,,,,,,,14
2,2025,2025091,56.0,562,Mercedes,,,,,,,,,,,,,,14
2,2025,2025091,57.0,563,Mercedes,,,,,,,,,,,,,,14
2,2025,2025091,58.0,564,Mercedes,,,,,,,,,,,,,,14
2,2025,2025091,59.0,565,Mercedes,,,,,,,,,,,,,,14
2,2025,2025091,60.0,566,Mercedes,,,,,,,,,,,,,,14
2,2025,2025091,61.0,567,Mercedes,,,,,,,,,,,,,,14
2,2025,2025091,62.0,568,Mercedes,77.244,,-1.407,,-1.407,,78.651,,,,,-1.407,-1.407,14
2,2025,2025091,63.0,569,Mercedes,77.594,,-1.069,,-1.069,,78.663,,,,,-1.069,-1.069,14
2,2025,2025091,64.0,570,Mercedes,78.793,,-0.089,,-1.21,,79.224,,,,,-0.089,-1.21,14
2,2025,2025091,65.0,571,Mercedes,77.749,,-1.392,,-1.392,,79.163,,,,,-1.392,-1.392,14
2,2025,2025091,66.0,572,Mercedes,78.569,,-0.553,,-0.553,,79.122,,,,,-0.553,-0.553,14
2,2025,2025101,1.0,573,Mercedes,,,,,,,,,,,,,,14
2,2025,2025101,2.0,574,Mercedes,,,,,,,,,,,,,,14
2,2025,2025101,3.0,575,Mercedes,76.253,76.878,-1.428,-0.803,-1.428,-0.803,77.681,0.6249999999999999,14,0.6249999999999999,14,-1.1155,-1.1155,14
2,2025,2025101,4.0,576,Mercedes,75.986,76.357,-1.402,-1.031,-1.402,-1.031,77.388,0.371,14,0.371,14,-1.2165,-1.2165,14
2,2025,2025101,5.0,577,Mercedes,75.808,76.186,-1.317,-0.939,-1.317,-0.939,77.126,0.378,14,0.378,14,-1.128,-1.128,14
2,2025,2025101,6.0,578,Mercedes,75.984,76.159,-1.062,-0.887,-1.062,-0.887,77.046,0.17500000000000004,14,0.17500000000000004,14,-0.9745,-0.9745,14
2,2025,2025101,7.0,579,Mercedes,76.384,76.295,-0.691,-0.78,-0.691,-0.78,77.11,-0.08900000000000008,35,-0.08900000000000008,35,-0.7355,-0.7355,14
