SprintIndex,SeasonID,RaceID,EventIndex,TeamID,DriverID,DriverIDT,Abbreviation,FullName,Number,Color,LapNumber,LapNumberFlow,Laptime,LaptimeClear,LaptimeMistake,LaptimeNaN,LaptimeClearPace,LaptimeDiff,PaceDiff,PaceDiffDelta,PaceDiffMean,PaceDiffValueBetterID,PaceDiffClear,PaceDiffClearDelta,PaceDiffClearMean,PaceDiffClearValueBetterID,PaceDiffTeammate,Compound,CompoundColor,TyreLife,Stint,StintVerticalLine,StintLabel,StintMeanConsistency,SCLeave,SCEnter,VSCLeave,VSCEnter,Overtakes,Position
0,2023,2023040,3,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,1.0,1,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,M,#F0E628,6,2.0,0,0,-,0,0,0,0,,18
0,2023,2023040,3,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,2.0,2,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,M,#F0E628,7,2.0,0,0,-,0,0,0,1,0.0,18
0,2023,2023040,3,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,3.0,3,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,M,#F0E628,8,2.0,1,0,-,0,0,0,0,0.0,18
0,2023,2023040,3,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,4.0,4,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,S,#CD3C3C,5,3.0,0,0,0.474,0,0,0,0,0.0,18
0,2023,2023040,3,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,5.0,5,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,S,#CD3C3C,6,3.0,0,0,0.474,1,0,0,0,0.0,18
0,2023,2023040,3,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,6.0,6,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,S,#CD3C3C,7,3.0,0,0,0.474,0,0,0,0,0.0,18
0,2023,2023040,3,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,7.0,7,107.644,107.644,0,0,-,-,-1.457,0.419,-1.248,17,-1.457,0.419,-1.248,17,-1.038,S,#CD3C3C,8,3.0,0,0,0.474,0,0,0,0,0.0,18
0,2023,2023040,3,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,8.0,8,107.168,107.168,0,0,107.406,0.476,-1.61,0.583,-1.319,17,-1.610,0.583,-1.319,17,-1.027,S,#CD3C3C,9,3.0,0,0,0.474,0,0,0,0,0.0,18
0,2023,2023040,3,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,9.0,9,106.303,106.303,0,0,106.736,0.865,-0.871,0.192,-0.775,17,-0.871,0.192,-0.775,17,-0.679,S,#CD3C3C,10,3.0,0,1,0.474,0,0,0,0,0.0,18
0,2023,2023040,3,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,10.0,10,107.245,107.245,0,0,106.774,0.942,-1.818,-0.804,-2.220,13,-1.818,0.811,-1.413,17,-2.622,S,#CD3C3C,11,3.0,0,0,0.474,0,0,0,0,0.0,17
0,2023,2023040,3,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,11.0,11,108.751,108.751,0,0,107.998,1.506,-3.011,1.994,-2.014,17,-3.011,1.994,-2.014,17,-1.017,S,#CD3C3C,12,3.0,0,0,0.474,0,0,0,0,0.0,17
0,2023,2023040,3,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,12.0,12,-,-,0,1,-,-,-,-,-,-,-,-,-,-,-0.542,S,#CD3C3C,13,3.0,1,0,0.474,0,0,0,0,0.0,17
0,2023,2023040,3,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,13.0,13,-,-,0,1,-,-,-,-,-,-,-,-,-,-,-0.621,S,#CD3C3C,4,4.0,0,0,0.098,0,0,0,0,0.0,18
0,2023,2023040,3,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,14.0,14,105.388,105.388,0,0,-,-,0.168,-0.894,-0.279,13,0.168,-0.894,-0.279,13,-0.726,S,#CD3C3C,5,4.0,0,0,0.098,0,0,0,0,0.0,18
0,2023,2023040,3,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,15.0,15,105.09,105.09,0,0,105.239,0.298,0.551,-1.010,0.046,13,0.551,-1.010,0.046,13,-0.459,S,#CD3C3C,6,4.0,0,1,0.098,0,0,0,0,0.0,18
0,2023,2023040,3,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,16.0,16,105.295,105.295,0,0,105.192,0.205,0.31,-0.911,-0.145,13,0.310,-0.911,-0.145,13,-0.601,S,#CD3C3C,7,4.0,0,0,0.098,0,0,0,0,0.0,18
0,2023,2023040,3,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,17.0,17,105.377,105.377,0,0,105.336,0.082,0.652,-1.907,-0.301,13,0.652,-1.907,-0.301,13,-1.255,S,#CD3C3C,8,4.0,0,0,0.098,0,0,0,0,0.0,18
0,2023,2023040,3,3,17,17-3,GAS,Pierre Gasly,10,#0E8EDD,1.0,1,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,M,#F0E628,1,1.0,0,0,0.381,0,0,0,0,,16
0,2023,2023040,3,3,17,17-3,GAS,Pierre Gasly,10,#0E8EDD,2.0,2,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,M,#F0E628,2,1.0,0,0,0.381,0,0,0,1,0.0,16
0,2023,2023040,3,3,17,17-3,GAS,Pierre Gasly,10,#0E8EDD,3.0,3,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,M,#F0E628,3,1.0,0,0,0.381,0,0,0,0,0.0,16
0,2023,2023040,3,3,17,17-3,GAS,Pierre Gasly,10,#0E8EDD,4.0,4,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,M,#F0E628,4,1.0,0,0,0.381,0,0,0,0,0.0,16
0,2023,2023040,3,3,17,17-3,GAS,Pierre Gasly,10,#0E8EDD,5.0,5,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,M,#F0E628,5,1.0,0,0,0.381,1,0,0,0,0.0,16
0,2023,2023040,3,3,17,17-3,GAS,Pierre Gasly,10,#0E8EDD,6.0,6,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,M,#F0E628,6,1.0,0,0,0.381,0,0,0,0,0.0,16
0,2023,2023040,3,3,17,17-3,GAS,Pierre Gasly,10,#0E8EDD,7.0,7,107.225,107.225,0,0,-,-,-1.038,0.419,-1.248,17,-1.038,0.419,-1.248,17,-1.457,M,#F0E628,7,1.0,0,0,0.381,0,0,0,0,0.0,16
0,2023,2023040,3,3,17,17-3,GAS,Pierre Gasly,10,#0E8EDD,8.0,8,106.585,106.585,0,0,106.905,0.640,-1.027,0.583,-1.319,17,-1.027,0.583,-1.319,17,-1.61,M,#F0E628,8,1.0,0,0,0.381,0,0,0,0,0.0,16
0,2023,2023040,3,3,17,17-3,GAS,Pierre Gasly,10,#0E8EDD,9.0,9,106.111,106.111,0,0,106.348,0.474,-0.679,0.192,-0.775,17,-0.679,0.192,-0.775,17,-0.871,M,#F0E628,9,1.0,0,0,0.381,0,0,0,0,0.0,16
0,2023,2023040,3,3,17,17-3,GAS,Pierre Gasly,10,#0E8EDD,10.0,10,108.049,106.434,1,0,106.273,1.938,-2.622,-0.804,-2.220,13,-1.007,0.811,-1.413,17,-1.818,M,#F0E628,10,1.0,0,0,0.381,0,0,0,0,1.0,14
0,2023,2023040,3,3,17,17-3,GAS,Pierre Gasly,10,#0E8EDD,11.0,11,106.757,106.757,0,0,106.596,1.292,-1.017,1.994,-2.014,17,-1.017,1.994,-2.014,17,-3.011,M,#F0E628,11,1.0,0,0,0.381,0,0,0,0,0.0,14
0,2023,2023040,3,3,17,17-3,GAS,Pierre Gasly,10,#0E8EDD,12.0,12,105.883,105.883,0,0,106.32,0.874,-0.542,-,-,-,-0.542,-,-,-,,M,#F0E628,12,1.0,0,1,0.381,0,0,0,0,0.0,14
0,2023,2023040,3,3,17,17-3,GAS,Pierre Gasly,10,#0E8EDD,13.0,13,106.161,106.161,0,0,106.022,0.278,-0.621,-,-,-,-0.621,-,-,-,,M,#F0E628,13,1.0,0,0,0.381,0,0,0,0,1.0,13
0,2023,2023040,3,3,17,17-3,GAS,Pierre Gasly,10,#0E8EDD,14.0,14,106.282,106.282,0,0,106.221,0.121,-0.726,-0.894,-0.279,13,-0.726,-0.894,-0.279,13,0.168,M,#F0E628,14,1.0,0,0,0.381,0,0,0,0,0.0,13
0,2023,2023040,3,3,17,17-3,GAS,Pierre Gasly,10,#0E8EDD,15.0,15,106.1,106.1,0,0,106.191,0.182,-0.459,-1.010,0.046,13,-0.459,-1.010,0.046,13,0.551,M,#F0E628,15,1.0,0,0,0.381,0,0,0,0,0.0,13
0,2023,2023040,3,3,17,17-3,GAS,Pierre Gasly,10,#0E8EDD,16.0,16,106.206,106.206,0,0,106.153,0.106,-0.601,-0.911,-0.145,13,-0.601,-0.911,-0.145,13,0.31,M,#F0E628,16,1.0,0,0,0.381,0,0,0,0,0.0,13
0,2023,2023040,3,3,17,17-3,GAS,Pierre Gasly,10,#0E8EDD,17.0,17,107.284,107.284,0,0,106.745,1.078,-1.255,-1.907,-0.301,13,-1.255,-1.907,-0.301,13,0.652,M,#F0E628,17,1.0,0,0,0.381,0,0,0,0,0.0,13
0,2023,2023090,9,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,1.0,18,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,I,#50A078,1,1.0,0,0,0.198,0,0,0,0,,8
0,2023,2023090,9,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,2.0,19,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,I,#50A078,2,1.0,0,0,0.198,0,0,0,0,0.0,8
0,2023,2023090,9,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,3.0,20,79.857,79.857,0,0,-,-,0.252,1.261,-0.378,13,0.252,1.261,-0.378,13,-1.009,I,#50A078,3,1.0,0,0,0.198,0,0,0,0,0.0,8
0,2023,2023090,9,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,4.0,21,78.935,78.935,0,0,79.396,0.922,0.013,1.226,-0.600,13,0.013,1.226,-0.600,13,-1.213,I,#50A078,4,1.0,0,0,0.198,0,0,0,0,0.0,8
0,2023,2023090,9,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,5.0,22,78.445,78.445,0,0,78.69,0.490,-0.047,0.796,-0.445,13,-0.047,0.796,-0.445,13,-0.843,I,#50A078,5,1.0,0,0,0.198,0,0,0,0,0.0,8
0,2023,2023090,9,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,6.0,23,77.746,77.746,0,0,78.095,0.699,0.24,0.550,-0.035,13,0.240,0.550,-0.035,13,-0.31,I,#50A078,6,1.0,0,0,0.198,0,0,0,0,0.0,8
0,2023,2023090,9,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,7.0,24,77.366,77.366,0,0,77.556,0.380,0.394,1.161,-0.186,13,0.394,1.161,-0.186,13,-0.767,I,#50A078,7,1.0,0,0,0.198,0,0,0,0,0.0,8
0,2023,2023090,9,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,8.0,25,77.551,77.551,0,0,77.458,0.185,0.127,0.949,-0.347,13,0.127,0.949,-0.347,13,-0.822,I,#50A078,8,1.0,0,0,0.198,0,0,0,0,0.0,8
0,2023,2023090,9,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,9.0,26,77.763,77.763,0,0,77.657,0.212,-0.246,0.313,-0.403,13,-0.246,0.313,-0.403,13,-0.559,I,#50A078,9,1.0,0,0,0.198,0,0,0,0,0.0,8
0,2023,2023090,9,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,10.0,27,77.744,77.744,0,0,77.754,0.019,-0.376,0.133,-0.443,13,-0.376,0.133,-0.443,13,-0.509,I,#50A078,10,1.0,0,0,0.198,0,0,0,0,0.0,8
0,2023,2023090,9,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,11.0,28,77.673,77.673,0,0,77.708,0.071,-0.437,-0.069,-0.402,17,-0.437,-0.069,-0.402,17,-0.368,I,#50A078,11,1.0,0,0,0.198,0,0,0,0,0.0,8
0,2023,2023090,9,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,12.0,29,76.868,76.868,0,0,77.27,0.805,0.147,0.666,-0.186,13,0.147,0.666,-0.186,13,-0.519,I,#50A078,12,1.0,0,0,0.198,0,0,0,0,0.0,8
0,2023,2023090,9,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,13.0,30,77.017,77.017,0,0,76.942,0.149,-0.09,0.377,-0.279,13,-0.090,0.377,-0.279,13,-0.467,I,#50A078,13,1.0,0,1,0.198,0,0,0,0,0.0,8
0,2023,2023090,9,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,14.0,31,76.61,76.61,0,0,76.814,0.407,0.093,0.632,-0.223,13,0.093,0.632,-0.223,13,-0.539,I,#50A078,14,1.0,0,0,0.198,0,0,0,0,0.0,8
0,2023,2023090,9,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,15.0,32,76.321,76.321,0,0,76.465,0.289,0.205,0.650,-0.120,13,0.205,0.650,-0.120,13,-0.445,I,#50A078,15,1.0,0,0,0.198,0,0,0,0,0.0,8
0,2023,2023090,9,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,16.0,33,76.869,75.976,1,0,76.149,0.548,-0.354,-0.149,-0.279,17,0.538,0.743,0.167,13,-0.205,I,#50A078,16,1.0,0,0,0.198,0,0,0,0,0.0,8
0,2023,2023090,9,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,17.0,34,75.632,75.632,0,0,75.804,1.237,0.325,0.963,-0.157,13,0.325,0.963,-0.157,13,-0.638,I,#50A078,17,1.0,0,0,0.198,0,0,0,0,0.0,8
0,2023,2023090,9,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,18.0,35,76.034,75.584,1,0,75.608,0.402,-0.725,0.519,-0.985,13,-0.275,0.969,-0.760,13,-1.244,I,#50A078,18,1.0,0,0,0.198,0,0,0,0,0.0,6
0,2023,2023090,9,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,19.0,36,75.536,75.536,0,0,75.56,0.498,-0.468,0.603,-0.769,13,-0.468,0.603,-0.769,13,-1.071,I,#50A078,19,1.0,0,0,0.198,0,0,0,0,0.0,6
0,2023,2023090,9,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,20.0,37,75.619,75.619,0,0,75.578,0.083,-0.917,0.800,-1.317,13,-0.917,0.800,-1.317,13,-1.717,I,#50A078,20,1.0,0,0,0.198,0,0,0,0,0.0,6
0,2023,2023090,9,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,21.0,38,75.956,75.956,0,0,75.788,0.337,-1.988,0.335,-2.155,13,-1.988,0.335,-2.155,13,-2.323,I,#50A078,21,1.0,0,0,0.198,0,0,0,0,0.0,6
0,2023,2023090,9,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,22.0,39,75.512,75.512,0,0,75.734,0.444,-1.96,0.597,-2.259,13,-1.960,0.597,-2.259,13,-2.557,I,#50A078,22,1.0,0,0,0.198,0,0,0,0,0.0,6
0,2023,2023090,9,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,23.0,40,75.514,75.514,0,0,75.513,0.002,-1.894,1.967,-2.877,13,-1.894,1.155,-2.471,13,-3.861,I,#50A078,23,1.0,0,0,0.198,0,0,0,0,0.0,6
0,2023,2023090,9,3,13,13-3,OCO,Esteban Ocon,31,#0E8EDD,24.0,41,75.632,75.632,0,0,75.573,0.118,-1.844,1.597,-2.643,13,-1.844,1.597,-2.643,13,-3.441,I,#50A078,24,1.0,0,0,0.198,0,0,0,0,0.0,7
0,2023,2023090,9,3,17,17-3,GAS,Pierre Gasly,10,#0E8EDD,1.0,18,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,I,#50A078,1,1.0,0,0,0.209,0,0,0,0,,15
0,2023,2023090,9,3,17,17-3,GAS,Pierre Gasly,10,#0E8EDD,2.0,19,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,I,#50A078,2,1.0,0,0,0.209,0,0,0,0,0.0,15
0,2023,2023090,9,3,17,17-3,GAS,Pierre Gasly,10,#0E8EDD,3.0,20,81.118,81.118,0,0,-,-,-1.009,1.261,-0.378,13,-1.009,1.261,-0.378,13,0.252,I,#50A078,3,1.0,0,0,0.209,0,0,0,0,0.0,15
