SprintIndex,SeasonID,RaceID,EventIndex,TeamID,DriverID,DriverIDT,Abbreviation,FullName,Number,Color,LapNumber,LapNumberFlow,Laptime,LaptimeClear,LaptimeMistake,LaptimeNaN,LaptimeClearPace,LaptimeDiff,PaceDiff,PaceDiffDelta,PaceDiffMean,PaceDiffValueBetterID,PaceDiffClear,PaceDiffClearDelta,PaceDiffClearMean,PaceDiffClearValueBetterID,PaceDiffTeammate,Compound,CompoundColor,TyreLife,Stint,StintVerticalLine,StintLabel,StintMeanConsistency,SCLeave,SCEnter,VSCLeave,VSCEnter,Overtakes,Position
0,2023,2023040,3,18,24,24-18,ALB,Alexander Albon,23,#3C95C9,1.0,1,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,M,#F0E628,7,1.0,0,0,0.297,0,0,0,0,,8
0,2023,2023040,3,18,24,24-18,ALB,Alexander Albon,23,#3C95C9,2.0,2,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,M,#F0E628,8,1.0,0,0,0.297,0,0,0,1,0.0,8
0,2023,2023040,3,18,24,24-18,ALB,Alexander Albon,23,#3C95C9,3.0,3,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,M,#F0E628,9,1.0,0,0,0.297,0,0,0,0,0.0,8
0,2023,2023040,3,18,24,24-18,ALB,Alexander Albon,23,#3C95C9,4.0,4,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,M,#F0E628,10,1.0,0,0,0.297,0,0,0,0,0.0,8
0,2023,2023040,3,18,24,24-18,ALB,Alexander Albon,23,#3C95C9,5.0,5,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,M,#F0E628,11,1.0,0,0,0.297,1,0,0,0,0.0,8
0,2023,2023040,3,18,24,24-18,ALB,Alexander Albon,23,#3C95C9,6.0,6,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,M,#F0E628,12,1.0,0,0,0.297,0,0,0,0,0.0,8
0,2023,2023040,3,18,24,24-18,ALB,Alexander Albon,23,#3C95C9,7.0,7,106.018,106.018,0,0,-,-,0.169,-,-,-,0.169,-,-,-,,M,#F0E628,13,1.0,0,0,0.297,0,0,0,0,0.0,8
0,2023,2023040,3,18,24,24-18,ALB,Alexander Albon,23,#3C95C9,8.0,8,105.38,105.38,0,0,105.699,0.638,0.178,-,-,-,0.178,-,-,-,,M,#F0E628,14,1.0,0,0,0.297,0,0,0,0,0.0,8
0,2023,2023040,3,18,24,24-18,ALB,Alexander Albon,23,#3C95C9,9.0,9,105.455,105.455,0,0,105.417,0.075,-0.023,-,-,-,-0.023,-,-,-,,M,#F0E628,15,1.0,0,0,0.297,0,0,0,0,0.0,8
0,2023,2023040,3,18,24,24-18,ALB,Alexander Albon,23,#3C95C9,10.0,10,104.915,104.915,0,0,105.185,0.540,0.512,-,-,-,0.512,-,-,-,,M,#F0E628,16,1.0,0,0,0.297,0,0,0,0,0.0,8
0,2023,2023040,3,18,24,24-18,ALB,Alexander Albon,23,#3C95C9,11.0,11,105.056,105.056,0,0,104.986,0.141,0.684,-,-,-,0.684,-,-,-,,M,#F0E628,17,1.0,0,0,0.297,0,0,0,0,0.0,8
0,2023,2023040,3,18,24,24-18,ALB,Alexander Albon,23,#3C95C9,12.0,12,106.666,105.433,1,0,105.244,1.610,-1.325,-,-,-,-0.092,-,-,-,,M,#F0E628,18,1.0,0,1,0.297,0,0,0,0,-1.0,9
