SprintIndex,SeasonID,RaceID,EventIndex,TeamID,DriverID,DriverIDT,Abbreviation,FullName,Number,Color,LapNumber,LapNumberFlow,Laptime,LaptimeClear,LaptimeMistake,LaptimeNaN,LaptimeClearPace,LaptimeDiff,PaceDiff,PaceDiffDelta,PaceDiffMean,PaceDiffValueBetterID,PaceDiffClear,PaceDiffClearDelta,PaceDiffClearMean,PaceDiffClearValueBetterID,PaceDiffTeammate,Compound,CompoundColor,TyreLife,Stint,StintVerticalLine,StintLabel,StintMeanConsistency,SCLeave,SCEnter,VSCLeave,VSCEnter,Overtakes,Position
1,2024,2024011,0,11,7,7-11,RIC,Daniel Ricciardo,3,#476CBF,1.0,1,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,S,#CD3C3C,4,1.0,0,0,0.143,0,0,0,0,,14
1,2024,2024011,0,11,7,7-11,RIC,Daniel Ricciardo,3,#476CBF,2.0,2,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,S,#CD3C3C,5,1.0,0,0,0.143,0,0,0,0,-1.0,15
1,2024,2024011,0,11,7,7-11,RIC,Daniel Ricciardo,3,#476CBF,3.0,3,98.76,98.76,0,0,-,-,-0.644,-0.329,-0.479,9,-0.644,-0.329,-0.479,9,-0.315,S,#CD3C3C,6,1.0,0,0,0.143,0,0,0,0,0.0,15
1,2024,2024011,0,11,7,7-11,RIC,Daniel Ricciardo,3,#476CBF,4.0,4,98.61,98.61,0,0,98.685,0.150,-0.576,-0.300,-0.426,9,-0.576,-0.300,-0.426,9,-0.276,S,#CD3C3C,7,1.0,0,0,0.143,0,0,0,0,0.0,15
1,2024,2024011,0,11,7,7-11,RIC,Daniel Ricciardo,3,#476CBF,5.0,5,98.704,98.649,1,0,98.63,0.094,-0.527,-0.383,-0.336,9,-0.472,-0.328,-0.308,9,-0.144,S,#CD3C3C,8,1.0,0,0,0.143,0,0,0,0,0.0,15
1,2024,2024011,0,11,7,7-11,RIC,Daniel Ricciardo,3,#476CBF,6.0,6,98.689,98.689,0,0,98.669,0.015,-0.424,-0.328,-0.260,9,-0.424,-0.328,-0.260,9,-0.096,S,#CD3C3C,9,1.0,0,0,0.143,0,0,0,0,0.0,15
1,2024,2024011,0,11,7,7-11,RIC,Daniel Ricciardo,3,#476CBF,7.0,7,99.193,99.193,0,0,98.941,0.504,-0.811,-0.829,-0.397,9,-0.811,-0.829,-0.397,9,0.018,S,#CD3C3C,10,1.0,0,1,0.143,0,0,0,0,0.0,15
1,2024,2024011,0,11,7,7-11,RIC,Daniel Ricciardo,3,#476CBF,8.0,8,99.529,99.266,1,0,99.229,0.336,-1.005,-1.016,-0.497,9,-0.742,-0.753,-0.365,9,0.011,S,#CD3C3C,11,1.0,0,0,0.143,0,0,0,0,0.0,15
1,2024,2024011,0,11,7,7-11,RIC,Daniel Ricciardo,3,#476CBF,9.0,9,99.338,99.338,0,0,99.302,0.191,-0.907,-0.784,-0.515,9,-0.907,-0.784,-0.515,9,-0.123,S,#CD3C3C,12,1.0,0,0,0.143,0,0,0,0,0.0,14
1,2024,2024011,0,11,7,7-11,RIC,Daniel Ricciardo,3,#476CBF,10.0,10,98.782,98.782,0,0,99.06,0.556,-0.533,0.130,-0.598,7,-0.533,-0.106,-0.480,9,-0.663,S,#CD3C3C,13,1.0,0,0,0.143,0,0,0,0,0.0,13
