SprintIndex,SeasonID,RaceID,EventIndex,TeamID,DriverID,DriverIDT,Abbreviation,FullName,Number,Color,LapNumber,LapNumberFlow,Laptime,LaptimeClear,LaptimeMistake,LaptimeNaN,LaptimeClearPace,LaptimeDiff,PaceDiff,PaceDiffDelta,PaceDiffMean,PaceDiffValueBetterID,PaceDiffClear,PaceDiffClearDelta,PaceDiffClearMean,PaceDiffClearValueBetterID,PaceDiffTeammate,Compound,CompoundColor,TyreLife,Stint,StintVerticalLine,StintLabel,StintMeanConsistency,SCLeave,SCEnter,VSCLeave,VSCEnter,Overtakes,Position
1,2024,2024011,0,7,22,22-7,MAG,Kevin Magnussen,20,#505050,1.0,1,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,S,#CD3C3C,1,1.0,0,0,0.265,0,0,0,0,,12
1,2024,2024011,0,7,22,22-7,MAG,Kevin Magnussen,20,#505050,2.0,2,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,S,#CD3C3C,2,1.0,0,0,0.265,0,0,0,0,0.0,12
1,2024,2024011,0,7,22,22-7,MAG,Kevin Magnussen,20,#505050,3.0,3,98.399,98.399,0,0,-,-,-0.283,-1.082,0.258,25,-0.283,-1.082,0.258,25,0.799,S,#CD3C3C,3,1.0,0,0,0.265,0,0,0,0,0.0,12
1,2024,2024011,0,7,22,22-7,MAG,Kevin Magnussen,20,#505050,4.0,4,98.497,98.497,0,0,98.448,0.098,-0.463,-1.148,0.111,25,-0.463,-1.148,0.111,25,0.685,S,#CD3C3C,4,1.0,0,0,0.265,0,0,0,0,0.0,12
1,2024,2024011,0,7,22,22-7,MAG,Kevin Magnussen,20,#505050,5.0,5,98.576,98.576,0,0,98.536,0.079,-0.399,-0.913,0.057,25,-0.399,-0.913,0.057,25,0.514,S,#CD3C3C,5,1.0,0,0,0.265,0,0,0,0,0.0,12
1,2024,2024011,0,7,22,22-7,MAG,Kevin Magnussen,20,#505050,6.0,6,98.529,98.529,0,0,98.552,0.047,-0.264,-0.633,0.052,25,-0.264,-0.633,0.052,25,0.369,S,#CD3C3C,6,1.0,0,1,0.265,0,0,0,0,0.0,12
1,2024,2024011,0,7,22,22-7,MAG,Kevin Magnussen,20,#505050,7.0,7,100.058,98.85,1,0,98.69,1.529,-1.676,-2.376,-0.488,25,-0.469,-1.169,0.115,25,0.7,S,#CD3C3C,7,1.0,0,0,0.265,0,0,0,0,0.0,12
1,2024,2024011,0,7,22,22-7,MAG,Kevin Magnussen,20,#505050,8.0,8,99.172,99.172,0,0,99.011,0.886,-0.648,-1.352,0.028,25,-0.648,-1.352,0.028,25,0.704,S,#CD3C3C,8,1.0,0,0,0.265,0,0,0,0,0.0,12
1,2024,2024011,0,7,22,22-7,MAG,Kevin Magnussen,20,#505050,9.0,9,98.861,98.861,0,0,99.017,0.311,-0.43,-0.978,0.059,25,-0.430,-0.978,0.059,25,0.548,S,#CD3C3C,9,1.0,0,0,0.265,0,0,0,0,0.0,12
1,2024,2024011,0,7,22,22-7,MAG,Kevin Magnussen,20,#505050,10.0,10,98.747,98.747,0,0,98.804,0.114,-0.498,-0.377,-0.309,25,-0.498,-0.987,-0.004,25,-0.121,S,#CD3C3C,10,1.0,0,0,0.265,0,0,0,0,0.0,12
