SprintIndex,SeasonID,RaceID,EventIndex,Team,DriverID,Abbreviation,FullName,Number,Color,LapNumber,LapNumberFlow,Laptime,LaptimeClear,LaptimeMistake,LaptimeNaN,LaptimeClearPace,LaptimeDiff,PaceDiff,PaceDiffDelta,PaceDiffMean,PaceDiffValueBetterID,PaceDiffClear,PaceDiffClearDelta,PaceDiffClearMean,PaceDiffClearValueBetterID,PaceDiffTeammate,Compound,CompoundColor,TyreLife,Stint,StintVerticalLine,StintLabel,StintMeanConsistency,SafetyCarLeave,SafetyCarEnter,VirtualSafetyCarLeave,VirtualSafetyCarEnter,Overtakes,Position
2,2022,2022011,0,Red Bull Racing,2,VER,Max Verstappen,1,#1E5BC6,1.0,1,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,S,#CD3C3C,4,1.0,0,0,0.066,0,0,0,0,,2
2,2022,2022011,0,Red Bull Racing,2,VER,Max Verstappen,1,#1E5BC6,2.0,2,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,S,#CD3C3C,5,1.0,0,0,0.066,0,0,0,0,0.0,2
2,2022,2022011,0,Red Bull Racing,2,VER,Max Verstappen,1,#1E5BC6,3.0,3,98.357,98.357,0,0,-,-,1.906,1.116,1.348,2.0,1.906,1.116,1.348,2.0,0.79,S,#CD3C3C,6,1.0,0,0,0.066,0,0,0,0,0.0,2
2,2022,2022011,0,Red Bull Racing,2,VER,Max Verstappen,1,#1E5BC6,4.0,4,98.566,98.566,0,0,98.462,0.209,1.705,0.175,1.618,2.0,1.705,0.175,1.618,2.0,1.53,S,#CD3C3C,7,1.0,0,0,0.066,0,0,0,0,0.0,2
2,2022,2022011,0,Red Bull Racing,2,VER,Max Verstappen,1,#1E5BC6,5.0,5,98.877,98.877,0,0,98.721,0.311,1.563,-0.016,1.571,5.0,1.563,-0.016,1.571,5.0,1.579,S,#CD3C3C,8,1.0,0,0,0.066,0,0,0,0,0.0,2
2,2022,2022011,0,Red Bull Racing,2,VER,Max Verstappen,1,#1E5BC6,6.0,6,98.94,98.94,0,0,98.908,0.063,1.739,0.278,1.600,2.0,1.739,0.278,1.600,2.0,1.461,S,#CD3C3C,9,1.0,0,0,0.066,0,0,0,0,0.0,2
2,2022,2022011,0,Red Bull Racing,2,VER,Max Verstappen,1,#1E5BC6,7.0,7,99.062,99.062,0,0,99.001,0.122,1.701,0.202,1.600,2.0,1.701,0.202,1.600,2.0,1.499,S,#CD3C3C,10,1.0,0,0,0.066,0,0,0,0,0.0,2
2,2022,2022011,0,Red Bull Racing,2,VER,Max Verstappen,1,#1E5BC6,8.0,8,99.092,99.092,0,0,99.077,0.030,1.812,0.733,1.446,2.0,1.812,0.733,1.446,2.0,1.079,S,#CD3C3C,11,1.0,0,1,0.066,0,0,0,0,0.0,2
2,2022,2022011,0,Red Bull Racing,2,VER,Max Verstappen,1,#1E5BC6,9.0,9,99.251,99.251,0,0,99.172,0.159,1.83,0.964,1.348,2.0,1.830,0.565,1.548,2.0,0.866,S,#CD3C3C,12,1.0,0,0,0.066,0,0,0,0,0.0,2
2,2022,2022011,0,Red Bull Racing,2,VER,Max Verstappen,1,#1E5BC6,10.0,10,99.392,99.392,0,0,99.322,0.141,1.91,0.414,1.703,2.0,1.910,0.414,1.703,2.0,1.496,S,#CD3C3C,13,1.0,0,0,0.066,0,0,0,0,0.0,2
2,2022,2022011,0,Red Bull Racing,2,VER,Max Verstappen,1,#1E5BC6,11.0,11,99.479,99.479,0,0,99.435,0.087,1.873,0.452,1.647,2.0,1.873,0.452,1.647,2.0,1.421,S,#CD3C3C,14,1.0,0,0,0.066,0,0,0,0,0.0,2
2,2022,2022011,0,Red Bull Racing,2,VER,Max Verstappen,1,#1E5BC6,12.0,12,99.41,99.41,0,0,99.444,0.069,1.822,0.344,1.650,2.0,1.822,0.344,1.650,2.0,1.478,S,#CD3C3C,15,1.0,0,0,0.066,0,0,0,0,0.0,2
2,2022,2022011,0,Red Bull Racing,2,VER,Max Verstappen,1,#1E5BC6,13.0,13,99.534,99.534,0,0,99.472,0.124,1.429,0.458,1.200,2.0,1.429,0.458,1.200,2.0,0.971,S,#CD3C3C,16,1.0,0,0,0.066,0,0,0,0,0.0,2
2,2022,2022011,0,Red Bull Racing,2,VER,Max Verstappen,1,#1E5BC6,14.0,14,-,-,0,1,-,-,-,-,-,-,-,-,-,-,0.728,S,#CD3C3C,17,1.0,1,0,0.066,0,0,0,0,0.0,2
2,2022,2022011,0,Red Bull Racing,2,VER,Max Verstappen,1,#1E5BC6,15.0,15,-,-,0,1,-,-,-,-,-,-,-,-,-,-,,S,#CD3C3C,1,2.0,0,0,0.126,0,0,0,0,0.0,4
2,2022,2022011,0,Red Bull Racing,2,VER,Max Verstappen,1,#1E5BC6,16.0,16,96.905,96.905,0,0,-,-,3.164,-,-,-,3.164,-,-,-,,S,#CD3C3C,2,2.0,0,0,0.126,0,0,0,0,0.0,2
2,2022,2022011,0,Red Bull Racing,2,VER,Max Verstappen,1,#1E5BC6,17.0,17,97.587,97.587,0,0,97.246,0.682,1.752,-0.954,2.229,5.0,1.752,-0.954,2.229,5.0,2.706,S,#CD3C3C,3,2.0,0,0,0.126,0,0,0,0,0.0,2
2,2022,2022011,0,Red Bull Racing,2,VER,Max Verstappen,1,#1E5BC6,18.0,18,97.717,97.717,0,0,97.652,0.130,1.374,-0.865,1.806,5.0,1.374,-0.865,1.806,5.0,2.239,S,#CD3C3C,4,2.0,0,0,0.126,0,0,0,0,0.0,2
2,2022,2022011,0,Red Bull Racing,2,VER,Max Verstappen,1,#1E5BC6,19.0,19,97.728,97.728,0,0,97.722,0.011,1.198,-0.514,1.455,5.0,1.198,-0.514,1.455,5.0,1.712,S,#CD3C3C,5,2.0,0,0,0.126,0,0,0,0,0.0,2
2,2022,2022011,0,Red Bull Racing,2,VER,Max Verstappen,1,#1E5BC6,20.0,20,98.257,98.257,0,0,97.992,0.529,0.765,-0.725,1.127,5.0,0.765,-0.725,1.127,5.0,1.49,S,#CD3C3C,6,2.0,0,0,0.126,0,0,0,0,0.0,2
2,2022,2022011,0,Red Bull Racing,2,VER,Max Verstappen,1,#1E5BC6,21.0,21,98.294,98.294,0,0,98.276,0.037,0.892,-0.665,1.224,5.0,0.892,-0.665,1.224,5.0,1.557,S,#CD3C3C,7,2.0,0,0,0.126,0,0,0,0,0.0,2
2,2022,2022011,0,Red Bull Racing,2,VER,Max Verstappen,1,#1E5BC6,22.0,22,98.243,98.243,0,0,98.268,0.051,1.145,-0.381,1.335,5.0,1.145,-0.381,1.335,5.0,1.526,S,#CD3C3C,8,2.0,0,1,0.126,0,0,0,0,0.0,2
2,2022,2022011,0,Red Bull Racing,2,VER,Max Verstappen,1,#1E5BC6,23.0,23,98.091,98.091,0,0,98.167,0.152,1.364,-0.131,1.429,5.0,1.364,-0.131,1.429,5.0,1.495,S,#CD3C3C,9,2.0,0,0,0.126,0,0,0,0,0.0,2
2,2022,2022011,0,Red Bull Racing,2,VER,Max Verstappen,1,#1E5BC6,24.0,24,98.187,98.187,0,0,98.139,0.096,1.288,-0.032,1.304,5.0,1.288,-0.032,1.304,5.0,1.32,S,#CD3C3C,10,2.0,0,0,0.126,0,0,0,0,0.0,2
2,2022,2022011,0,Red Bull Racing,2,VER,Max Verstappen,1,#1E5BC6,25.0,25,98.372,98.372,0,0,98.28,0.185,1.199,0.047,1.175,2.0,1.199,0.047,1.175,2.0,1.152,S,#CD3C3C,11,2.0,0,0,0.126,0,0,0,0,0.0,2
2,2022,2022011,0,Red Bull Racing,2,VER,Max Verstappen,1,#1E5BC6,26.0,26,98.476,98.476,0,0,98.424,0.104,1.165,0.217,1.056,2.0,1.165,0.217,1.056,2.0,0.948,S,#CD3C3C,12,2.0,0,0,0.126,0,0,0,0,0.0,2
2,2022,2022011,0,Red Bull Racing,2,VER,Max Verstappen,1,#1E5BC6,27.0,27,98.823,98.629,1,0,98.552,0.347,0.874,-0.260,1.004,5.0,1.068,-0.066,1.101,5.0,1.134,S,#CD3C3C,13,2.0,0,0,0.126,0,0,0,0,0.0,2
2,2022,2022011,0,Red Bull Racing,2,VER,Max Verstappen,1,#1E5BC6,28.0,28,98.782,98.782,0,0,98.706,0.041,1.063,-0.085,1.105,5.0,1.063,-0.085,1.105,5.0,1.148,S,#CD3C3C,14,2.0,0,0,0.126,0,0,0,0,0.0,2
