SprintIndex,SeasonID,DriverID,FullName,ConsistencyNormalizedAvg,OvertakesNormalizedAvg,QualiTeammateDiscreteAvg,ConsistencyTeammateDiscreteAvg,PaceTeammateDiscreteAvg,StartTeammateDiscreteAvg,OvertakesTeammateDiscreteAvg,MistakesTeammateDiscreteAvg,QualiTeammateNormalizedAvg,ConsistencyTeammateNormalizedAvg,PaceTeammateNormalizedAvg,StartTeammateNormalizedAvg,OvertakesTeammateNormalizedAvg,MistakesTeammateNormalizedAvg,PaceNormalizedAvg,StartNormalizedAvg,LevelNormalizedAvg,ConsistencyAvg,OvertakesSum,OvertakesAvg,OvertakesGainAvg,OvertakesLostAvg,PaceAvg,StartSum,StartAvg,StartGainAvg,StartLostAvg
0,2025,14,George Russell,8.11,5.70,6.67,5.0,6.666666666666666,8.333333333333334,1.6666666666666665,5.0,5.737182668315431,4.992893396520997,5.46557793886889,5.560704607046071,4.469496258637356,5.84221462033987,7.68,6.32,7.41,0.185,0.0,0.0,0.00,0.00,93.87383333333334,1.0,0.16666666666666666,0.17,0.00
0,2025,9,Yuki Tsunoda,9.20,5.26,6.00,6.0,5.0,7.0,2.0,7.0,4.725042229692946,5.25230018464025,4.82613254105924,5.767790045191502,4.418496621621621,5.449718662730554,6.02,7.91,8.33,0.165,0.0,0.0,0.00,0.00,95.8136,4.5,1.7,1.80,0.10
0,2025,1,Lewis Hamilton,7.55,7.25,3.33,6.0,4.0,6.0,6.0,8.333333333333334,4.041429991618253,6.357582696539291,4.333584462808839,5.595207766021687,5.761534802600286,8.363866523013321,6.25,6.58,7.34,0.241,4.0,0.6666666666666666,0.67,0.00,94.16950000000001,2.0,0.3333333333333333,0.50,0.17
0,2025,35,Kimi Antonelli,7.87,7.33,3.33,5.0,3.333333333333333,1.6666666666666665,8.333333333333334,5.0,4.262817331684569,5.007106603479002,4.534422061131111,4.439295392953929,5.530503741362644,5.197231724575162,6.51,5.19,7.33,0.186,3.0,0.5,0.50,0.00,94.1685,-6.0,-1.0,0.17,1.17
0,2025,28,Oscar Piastri,8.61,5.50,6.67,7.5,5.0,10.0,7.5,1.6666666666666665,5.11250055074051,5.297036499986385,5.212250933071594,5.865384615384616,4.787735849056603,4.846082794137827,9.70,5.33,7.51,0.151,1.0,0.25,0.17,0.00,97.38675,0.0,0.0,0.20,0.20
0,2025,6,Charles Leclerc,5.84,5.47,6.67,4.0,6.0,4.0,4.0,1.6666666666666665,5.958570008381747,3.642417303460709,5.666415537191161,4.404792233978312,4.238465197399714,5.514844635982239,6.49,6.04,5.81,0.291,-1.0,-0.2,0.40,0.60,92.5534,-1.0,-0.2,0.80,1.00
0,2025,17,Pierre Gasly,6.67,5.50,8.33,4.0,8.0,10.0,6.0,5.0,6.2526406899652,5.0223451725884525,6.616332099215441,5.6,4.497665847665847,6.608672798540157,3.39,6.91,6.52,0.272,0.0,0.0,0.67,0.67,94.98116666666665,3.0,0.5,1.33,0.83
0,2025,19,Fernando Alonso,8.20,3.94,8.33,8.0,4.0,2.0,8.0,6.666666666666666,6.033759689405299,5.8385279816284,5.292358148503826,3.788871038339256,4.5509355509355505,7.215869421538422,4.54,4.77,6.92,0.204,-2.0,-0.4,0.00,0.33,93.8368,-2.0,-0.4,0.40,0.80
0,2025,24,Alexander Albon,7.70,5.33,5.00,3.333333333333333,3.333333333333333,1.6666666666666665,3.333333333333333,3.333333333333333,5.471756623232899,4.709338707606059,4.7971302709595935,4.570205946535733,4.8520533520533515,4.298464878110675,4.42,5.44,6.93,0.207,-1.0,-0.16666666666666666,0.00,0.17,94.70416666666667,-3.0,-0.5,0.33,0.83
0,2025,10,Lance Stroll,6.61,5.40,1.67,2.0,6.0,8.0,2.0,3.333333333333333,3.9662403105946997,4.161472018371601,4.707641851496174,6.2111289616607435,5.4490644490644495,4.784130578461579,4.28,7.68,6.59,0.444,-1.0,-0.16666666666666666,0.17,0.33,94.70150000000001,6.0,1.0,1.33,0.33
0,2025,4,Lando Norris,8.32,6.25,3.33,2.5,5.0,0.0,2.5,6.666666666666666,4.88749944925949,4.702963500013616,4.787749066928405,4.134615384615384,5.212264150943397,8.061566882344868,9.20,4.43,7.32,0.183,2.0,0.4,0.33,0.00,92.6688,-3.0,-0.6,0.20,0.80
0,2025,13,Esteban Ocon,8.46,5.30,3.33,5.0,3.333333333333333,5.0,3.333333333333333,6.666666666666666,4.502629747734783,5.280942025975958,4.336481464861244,5.267719300037101,4.712918660287081,5.674802953573384,3.23,6.49,7.61,0.207,-2.0,-0.3333333333333333,0.17,0.50,95.0405,2.0,0.3333333333333333,0.83,0.50
0,2025,29,Liam Lawson,7.78,7.66,0.00,7.0,2.0,3.0,5.0,7.0,2.324022492507551,5.009370167039728,3.969295696828348,5.941815598399228,6.10625,6.160014310213944,3.71,6.59,7.56,0.255,1.0,1.4,1.70,0.30,96.4724,3.0,0.6,0.80,0.20
0,2025,33,Isack Hadjar,8.13,6.30,8.33,5.0,5.0,3.333333333333333,10.0,5.0,5.810224497906946,4.97293162736759,5.069620118935751,3.130307336001286,5.734374999999999,5.136558663359826,3.73,4.25,7.18,0.201,2.0,0.3333333333333333,0.67,0.33,94.90016666666668,-12.0,-2.0,0.33,2.33
