DriverID,FullName,LastName,SeasonID,SprintIndex,Number,Color,Team,DriverIDT,CountryCode,CountryCodeRus,ConsistencyNormalizedAvg,OvertakesNormalizedAvg,QualiTeammateDiscreteAvg,ConsistencyTeammateDiscreteAvg,PaceTeammateDiscreteAvg,StartTeammateDiscreteAvg,OvertakesTeammateDiscreteAvg,MistakesTeammateDiscreteAvg,QualiTeammateNormalizedAvg,ConsistencyTeammateNormalizedAvg,PaceTeammateNormalizedAvg,StartTeammateNormalizedAvg,OvertakesTeammateNormalizedAvg,MistakesTeammateNormalizedAvg,PaceNormalizedAvg,StartNormalizedAvg,LevelNormalizedAvg,Label,RacesParticipated,Teammate,TeammateAbb
3,Valtteri Bottas,Bottas,2021,0,77,#00D2BE,Mercedes,3_Mercedes,FIN,Финляндия,9.65,5.33,-,10.00,6.67,6.666666666666666,3.333333333333333,10.00,-,6.50,5.35,5.8995878076870225,4.285714285714286,9.037828947368421,9.67,6.31,8.38,2021,3.0,Lewis Hamilton,HAM
3,Valtteri Bottas,Bottas,2021,1,77,#00D2BE,Mercedes,3_Mercedes,FIN,Финляндия,6.88,6.38,2.27,3.33,1.67,1.6666666666666665,4.444444444444445,3.64,4.77,4.63,4.44,4.502769067767208,5.078323049909792,4.67794641401399,7.87,5.13,6.52,2021,22.0,Lewis Hamilton,HAM
3,Valtteri Bottas,Bottas,2021,2,77,#00D2BE,Mercedes,3_Mercedes,FIN,Финляндия,7.27,6.23,2.27,4.29,2.38,2.380952380952381,4.285714285714286,4.40,4.77,4.91,4.57,4.702314602041467,4.959431735280465,5.272475850380502,8.12,5.28,6.78,2021,25.0,Lewis Hamilton,HAM
3,Valtteri Bottas,Bottas,2022,0,77,#B12039,Alfa Romeo,3_Alfa_Romeo,FIN,Финляндия,6.71,7.77,2.27,10.00,10.00,5.0,0.0,10.00,4.77,6.24,5.17,5.219242902208201,4.166666666666666,7.779890067471768,5.88,4.29,6.49,2022,3.0,Guanyu Zhou,ZHO
3,Valtteri Bottas,Bottas,2022,1,77,#B12039,Alfa Romeo,3_Alfa_Romeo,FIN,Финляндия,6.50,4.87,6.36,4.00,6.00,4.666666666666667,3.333333333333333,4.09,5.61,5.42,5.24,4.529665982568842,4.7197535692031884,5.613601564255908,4.39,3.65,5.79,2022,22.0,Guanyu Zhou,ZHO
3,Valtteri Bottas,Bottas,2022,2,77,#B12039,Alfa Romeo,3_Alfa_Romeo,FIN,Финляндия,6.53,5.27,6.36,4.71,6.47,4.705882352941177,2.9411764705882355,4.80,5.61,5.52,5.23,4.610792678997003,4.654684521845952,5.88438762715789,4.60,3.73,5.89,2022,25.0,Guanyu Zhou,ZHO
3,Valtteri Bottas,Bottas,2023,0,77,#C92D4B,Alfa Romeo,3_Alfa_Romeo,FIN,Финляндия,3.97,4.49,5.00,1.67,3.33,8.333333333333334,1.6666666666666665,1.67,5.01,4.14,4.03,5.980303253217775,3.309815592903828,4.75571224765353,2.58,4.73,4.18,2023,6.0,Guanyu Zhou,ZHO
3,Valtteri Bottas,Bottas,2023,1,77,#C92D4B,Alfa Romeo,3_Alfa_Romeo,FIN,Финляндия,5.76,3.80,7.27,5.50,5.00,4.0,3.0,3.18,5.82,4.23,4.48,4.215179583537317,4.133896063083853,4.464701199335992,3.06,4.55,5.23,2023,22.0,Guanyu Zhou,ZHO
3,Valtteri Bottas,Bottas,2023,2,77,#C92D4B,Alfa Romeo,3_Alfa_Romeo,FIN,Финляндия,5.36,3.95,6.79,4.62,4.62,5.0,2.692307692307692,2.86,5.65,4.21,4.38,4.622515815002038,3.943723646888463,4.52066486247398,2.96,4.59,5.00,2023,28.0,Guanyu Zhou,ZHO
3,Valtteri Bottas,Bottas,2024,0,77,#52e252,Kick Sauber,3_Kick_Sauber,FIN,Финляндия,5.76,4.40,8.33,8.33,5.00,5.0,5.0,6.67,6.23,5.39,5.70,4.672547153697875,5.06038961038961,5.5687809620639594,2.74,4.95,5.40,2024,6.0,Guanyu Zhou,ZHO
