DriverID,FullName,LastName,SeasonID,SprintIndex,Number,Color,Team,DriverIDT,CountryCode,CountryCodeRus,ConsistencyNormalizedAvg,OvertakesNormalizedAvg,QualiTeammateDiscreteAvg,ConsistencyTeammateDiscreteAvg,PaceTeammateDiscreteAvg,StartTeammateDiscreteAvg,OvertakesTeammateDiscreteAvg,MistakesTeammateDiscreteAvg,QualiTeammateNormalizedAvg,ConsistencyTeammateNormalizedAvg,PaceTeammateNormalizedAvg,StartTeammateNormalizedAvg,OvertakesTeammateNormalizedAvg,MistakesTeammateNormalizedAvg,PaceNormalizedAvg,StartNormalizedAvg,LevelNormalizedAvg,Label,RacesParticipated,Teammate,TeammateAbb
22,Kevin Magnussen,Magnussen,2022,0,20,#505050,Haas F1 Team,22_Haas_F1_Team,DEN,Дания,5.83,3.27,-,3.33,6.67,3.333333333333333,3.333333333333333,3.33,-,4.10,4.99,4.233110164333536,3.2900851932515525,3.4550411868895474,5.47,6.08,5.45,2022,3.0,Mick Schumacher,MSC
22,Kevin Magnussen,Magnussen,2022,1,20,#505050,Haas F1 Team,22_Haas_F1_Team,DEN,Дания,6.23,4.35,7.27,6.67,2.78,5.555555555555555,5.0,6.82,5.56,5.81,4.90,5.040715982972134,4.944765320829612,5.989867560757174,3.32,6.16,5.95,2022,22.0,Mick Schumacher,MSC
22,Kevin Magnussen,Magnussen,2022,2,20,#505050,Haas F1 Team,22_Haas_F1_Team,DEN,Дания,6.18,4.21,7.27,6.19,3.33,5.238095238095238,4.761904761904762,6.40,5.56,5.57,4.91,4.925343723166621,4.708382445461318,5.659238033730961,3.60,6.15,5.88,2022,25.0,Mick Schumacher,MSC
22,Kevin Magnussen,Magnussen,2023,0,20,#505050,Haas F1 Team,22_Haas_F1_Team,DEN,Дания,6.10,4.97,3.33,6.67,5.00,6.666666666666666,5.0,8.33,3.99,5.98,4.95,5.495292176167608,5.229314323077969,7.925086025606807,3.95,6.10,5.91,2023,6.0,Nico Hulkenberg,HUL
22,Kevin Magnussen,Magnussen,2023,1,20,#505050,Haas F1 Team,22_Haas_F1_Team,DEN,Дания,4.87,4.12,3.18,3.68,4.21,5.263157894736842,4.2105263157894735,5.00,4.09,4.87,4.39,5.080097466501301,4.9915630929415,4.648022302190712,3.20,5.94,4.90,2023,22.0,Nico Hulkenberg,HUL
22,Kevin Magnussen,Magnussen,2023,2,20,#505050,Haas F1 Team,22_Haas_F1_Team,DEN,Дания,5.15,4.32,3.21,4.40,4.40,5.6000000000000005,4.4,5.71,4.07,5.14,4.52,5.179744196821215,5.048623388174253,5.278226864386114,3.37,5.97,5.13,2023,28.0,Nico Hulkenberg,HUL
22,Kevin Magnussen,Magnussen,2024,0,20,#505050,Haas F1 Team,22_Haas_F1_Team,DEN,Дания,4.16,5.47,4.00,2.00,4.00,8.0,4.0,2.00,4.86,3.17,5.17,6.084879228969639,4.8625636282399505,4.137598678059119,4.85,7.54,4.94,2024,5.0,Nico Hulkenberg,HUL
22,Kevin Magnussen,Magnussen,2024,1,20,#505050,Haas F1 Team,22_Haas_F1_Team,DEN,Дания,5.69,5.58,2.73,4.29,2.86,4.761904761904762,5.238095238095238,5.00,4.28,4.63,4.51,5.305384871972768,5.095365365153035,4.643969682136955,3.65,6.82,5.86,2024,22.0,Nico Hulkenberg,HUL
22,Kevin Magnussen,Magnussen,2024,2,20,#505050,Haas F1 Team,22_Haas_F1_Team,DEN,Дания,5.40,5.56,2.96,3.85,3.08,5.384615384615384,5.0,4.44,4.38,4.35,4.64,5.455287632933706,5.050595800362058,4.546590642891218,3.88,6.96,5.68,2024,27.0,Nico Hulkenberg,HUL
22,Kevin Magnussen,Magnussen,Все сезоны,0,20,#505050,Все сезоны,22_Haas_F1_Team,DEN,Дания,5.37,4.57,3.67,4.00,5.22,6.0,4.111111111111111,4.56,4.43,4.41,5.04,5.2710938564902605,4.460654381523157,5.172575296851824,4.75,6.57,5.43,Все сезоны,27.0,Nico Hulkenberg,HUL
22,Kevin Magnussen,Magnussen,Все сезоны,1,20,#505050,Все сезоны,22_Haas_F1_Team,DEN,Дания,5.60,4.68,4.39,4.88,3.28,5.19353940406572,4.8162071846282375,5.61,4.64,5.10,4.60,5.142066107148735,5.010564592974716,5.093953181694947,3.39,6.31,5.57,Все сезоны,27.0,Nico Hulkenberg,HUL
22,Kevin Magnussen,Magnussen,Все сезоны,2,20,#505050,Все сезоны,22_Haas_F1_Team,DEN,Дания,5.58,4.70,4.48,4.81,3.60,5.407570207570207,4.720634920634921,5.52,4.67,5.02,4.69,5.186791850973847,4.935867211332543,5.161351847002764,3.62,6.36,5.57,Все сезоны,27.0,Nico Hulkenberg,HUL
