SprintIndex,SeasonID,RaceID,LapNumber,LapNumberFlow,Team,7_Laptime,9_Laptime,26_Laptime,29_Laptime,7_PaceDiff,9_PaceDiff,26_PaceDiff,29_PaceDiff,7_PaceDiffClear,9_PaceDiffClear,26_PaceDiffClear,29_PaceDiffClear,PaceMarker,PaceDiffTeammateDelta,PaceDiffTeammateBetter,PaceDiffClearTeammateDelta,PaceDiffClearTeammateBetter,PaceDiffTeammateMean,PaceDiffTeammateMeanInt,PaceDiffClearTeammateMean,PaceDiffClearTeammateMeanInt
2,2023,2023040,10.0,175,Alpha Tauri,,,107.976,,,,2.549,,,,2.549,,,-,-,-,,-,,-,
2,2023,2023040,11.0,176,Alpha Tauri,,,108.765,,,,3.025,,,,3.025,,,-,-,-,,-,,-,
2,2023,2023040,12.0,177,Alpha Tauri,,,106.326,,,,0.985,,,,0.985,,,-,-,-,,-,,-,
2,2023,2023040,13.0,178,Alpha Tauri,,,107.38,,,,1.84,,,,1.84,,,-,-,-,,-,,-,
2,2023,2023040,14.0,179,Alpha Tauri,,,107.535,,,,1.979,,,,1.979,,,-,-,-,,-,,-,
2,2023,2023040,15.0,180,Alpha Tauri,,,106.618,,,,0.977,,,,0.977,,,-,-,-,,-,,-,
2,2023,2023040,16.0,181,Alpha Tauri,,,105.804,,,,0.199,,,,0.199,,,-,-,-,,-,,-,
2,2023,2023040,17.0,182,Alpha Tauri,,,105.768,,,,-0.261,,,,-0.261,,,-,-,-,,-,,-,
2,2023,2023041,1.0,183,Alpha Tauri,,,,,,,,,,,,,,-,-,-,,-,,-,
2,2023,2023041,2.0,184,Alpha Tauri,,,,,,,,,,,,,,-,-,-,,-,,-,
2,2023,2023041,3.0,185,Alpha Tauri,,108.529,109.365,,,-0.013,0.823,,,-0.013,0.823,,108.542,-,9.0,-,9,-,,-,
2,2023,2023041,4.0,186,Alpha Tauri,,108.477,108.781,,,0.074,0.378,,,0.074,0.378,,108.403,-,9.0,-,9,-,,-,
2,2023,2023041,5.0,187,Alpha Tauri,,108.599,108.948,,,0.241,0.59,,,0.241,0.59,,108.398,-,9.0,-,9,-,,-,
2,2023,2023041,6.0,188,Alpha Tauri,,108.228,109.337,,,-0.13,0.979,,,-0.13,0.675,,108.4,-,9.0,-,9,-,,-,
2,2023,2023041,7.0,189,Alpha Tauri,,108.26,109.118,,,0.059,0.917,,,0.059,0.917,,108.201,-,9.0,-,9,-,,-,
2,2023,2023041,8.0,190,Alpha Tauri,,,109.353,,,,1.301,,,,1.134,,108.191,-,-,-,,-,,-,
2,2023,2023041,9.0,191,Alpha Tauri,,,109.253,,,,1.037,,,,1.037,,108.322,-,-,-,,-,,-,
2,2023,2023041,10.0,192,Alpha Tauri,,,,,,,,,,,,,107.387,-,-,-,,-,,-,
2,2023,2023041,11.0,193,Alpha Tauri,,,,,,,,,,,,,,-,-,-,,-,,-,
2,2023,2023041,12.0,194,Alpha Tauri,,,,,,,,,,,,,,-,-,-,,-,,-,
2,2023,2023041,13.0,195,Alpha Tauri,,,,,,,,,,,,,,-,-,-,,-,,-,
2,2023,2023041,14.0,196,Alpha Tauri,,,,,,,,,,,,,,-,-,-,,-,,-,
2,2023,2023041,15.0,197,Alpha Tauri,,108.521,,,,0.481,,,,0.481,,,108.04,-,-,-,,-,,-,
2,2023,2023041,16.0,198,Alpha Tauri,,107.868,,,,0.478,,,,0.478,,,107.39,-,-,-,,-,,-,
2,2023,2023041,17.0,199,Alpha Tauri,,107.609,,,,0.228,,,,0.228,,,107.49,-,-,-,,-,,-,
2,2023,2023041,18.0,200,Alpha Tauri,,107.69,,,,0.445,,,,0.445,,,107.272,-,-,-,,-,,-,
2,2023,2023041,19.0,201,Alpha Tauri,,107.556,,,,0.299,,,,0.299,,,107.418,-,-,-,,-,,-,
2,2023,2023041,20.0,202,Alpha Tauri,,108.021,,,,0.678,,,,0.344,,,107.398,-,-,-,,-,,-,
2,2023,2023041,21.0,203,Alpha Tauri,,107.818,,,,0.482,,,,0.482,,,107.471,-,-,-,,-,,-,
2,2023,2023041,22.0,204,Alpha Tauri,,107.642,,,,0.3,,,,0.3,,,107.342,-,-,-,,-,,-,
2,2023,2023041,23.0,205,Alpha Tauri,,108.041,,,,0.681,,,,0.681,,,107.545,-,-,-,,-,,-,
2,2023,2023041,24.0,206,Alpha Tauri,,108.199,,,,0.845,,,,0.845,,,107.385,-,-,-,,-,,-,
2,2023,2023041,25.0,207,Alpha Tauri,,107.9,,,,0.615,,,,0.615,,,107.318,-,-,-,,-,,-,
2,2023,2023041,26.0,208,Alpha Tauri,,107.696,,,,0.495,,,,0.495,,,107.324,-,-,-,,-,,-,
2,2023,2023041,27.0,209,Alpha Tauri,,108.205,,,,1.007,,,,0.601,,,107.284,-,-,-,,-,,-,
2,2023,2023041,28.0,210,Alpha Tauri,,107.902,,,,0.691,,,,0.691,,,107.31,-,-,-,,-,,-,
2,2023,2023041,29.0,211,Alpha Tauri,,107.667,,,,0.591,,,,0.591,,,107.129,-,-,-,,-,,-,
2,2023,2023041,30.0,212,Alpha Tauri,,107.334,,,,0.445,,,,0.445,,,106.931,-,-,-,,-,,-,
2,2023,2023041,31.0,213,Alpha Tauri,,107.308,,,,0.479,,,,0.479,,,106.842,-,-,-,,-,,-,
2,2023,2023041,32.0,214,Alpha Tauri,,107.355,,,,0.519,,,,0.519,,,106.908,-,-,-,,-,,-,
2,2023,2023041,33.0,215,Alpha Tauri,,107.219,,,,0.32,,,,0.32,,,106.899,-,-,-,,-,,-,
2,2023,2023041,34.0,216,Alpha Tauri,,106.922,,,,0.252,,,,0.252,,,106.67,-,-,-,,-,,-,
2,2023,2023041,35.0,217,Alpha Tauri,,106.861,,,,0.3,,,,0.3,,,106.561,-,-,-,,-,,-,
2,2023,2023041,36.0,218,Alpha Tauri,,107.261,,,,0.782,,,,0.782,,,106.559,-,-,-,,-,,-,
2,2023,2023041,37.0,219,Alpha Tauri,,107.14,,,,0.722,,,,0.722,,,106.418,-,-,-,,-,,-,
2,2023,2023041,38.0,220,Alpha Tauri,,106.692,,,,0.332,,,,0.332,,,106.386,-,-,-,,-,,-,
2,2023,2023041,39.0,221,Alpha Tauri,,106.854,,,,0.492,,,,0.492,,,106.391,-,-,-,,-,,-,
2,2023,2023041,40.0,222,Alpha Tauri,,106.877,,,,0.442,,,,0.442,,,106.53,-,-,-,,-,,-,
2,2023,2023041,41.0,223,Alpha Tauri,,106.741,,,,0.339,,,,0.339,,,106.495,-,-,-,,-,,-,
2,2023,2023041,42.0,224,Alpha Tauri,,106.765,,,,0.444,,,,0.444,,,106.321,-,-,-,,-,,-,
2,2023,2023041,43.0,225,Alpha Tauri,,107.011,,,,0.759,,,,0.759,,,106.332,-,-,-,,-,,-,
2,2023,2023041,44.0,226,Alpha Tauri,,107.237,,,,1.07,,,,1.07,,,106.213,-,-,-,,-,,-,
2,2023,2023041,45.0,227,Alpha Tauri,,108.611,,,,2.454,,,,1.108,,,106.44,-,-,-,,-,,-,
2,2023,2023041,46.0,228,Alpha Tauri,,107.293,,,,1.234,,,,1.234,,,106.08,-,-,-,,-,,-,
2,2023,2023041,47.0,229,Alpha Tauri,,106.643,,,,0.562,,,,0.562,,,106.1,-,-,-,,-,,-,
2,2023,2023041,48.0,230,Alpha Tauri,,106.479,,,,0.431,,,,0.431,,,106.194,-,-,-,,-,,-,
2,2023,2023041,49.0,231,Alpha Tauri,,106.205,,,,0.501,,,,0.501,,,105.704,-,-,-,,-,,-,
2,2023,2023041,50.0,232,Alpha Tauri,,106.141,,,,0.46,,,,0.46,,,105.681,-,-,-,,-,,-,
2,2023,2023041,51.0,233,Alpha Tauri,,105.727,,,,0.258,,,,0.258,,,105.469,-,-,-,,-,,-,
2,2023,2023051,1.0,234,Alpha Tauri,,,,,,,,,,,,,,-,-,-,,-,,-,
2,2023,2023051,2.0,235,Alpha Tauri,,,,,,,,,,,,,,-,-,-,,-,,-,
2,2023,2023051,3.0,236,Alpha Tauri,,94.278,94.67,,,0.251,0.643,,,0.251,0.643,,94.027,-,9.0,-,9,-,,-,
2,2023,2023051,4.0,237,Alpha Tauri,,93.804,94.126,,,0.001,0.323,,,0.001,0.323,,93.899,-,9.0,-,9,-,,-,
2,2023,2023051,5.0,238,Alpha Tauri,,93.698,94.314,,,0.116,0.732,,,0.116,0.599,,93.614,-,9.0,-,9,-,,-,
2,2023,2023051,6.0,239,Alpha Tauri,,93.591,94.235,,,0.1,0.744,,,0.1,0.744,,93.491,-,9.0,-,9,-,,-,
2,2023,2023051,7.0,240,Alpha Tauri,,93.259,94.042,,,-0.027,0.756,,,-0.027,0.756,,93.301,-,9.0,-,9,-,,-,
2,2023,2023051,8.0,241,Alpha Tauri,,93.968,93.856,,,0.608,0.496,,,-0.007,0.496,,93.548,-,26.0,-,9,-,,-,
2,2023,2023051,9.0,242,Alpha Tauri,,93.447,94.264,,,0.01,0.827,,,0.01,0.486,,93.454,-,9.0,-,9,-,,-,
2,2023,2023051,10.0,243,Alpha Tauri,,93.759,93.989,,,0.307,0.537,,,0.054,0.537,,93.55,-,9.0,-,9,-,,-,
2,2023,2023051,11.0,244,Alpha Tauri,,93.565,93.798,,,0.288,0.521,,,0.288,0.521,,93.347,-,9.0,-,9,-,,-,
2,2023,2023051,12.0,245,Alpha Tauri,,93.186,93.861,,,-0.043,0.632,,,-0.043,0.632,,93.229,-,9.0,-,9,-,,-,
2,2023,2023051,13.0,246,Alpha Tauri,,93.562,93.754,,,0.215,0.407,,,0.215,0.407,,93.446,-,9.0,-,9,-,,-,
2,2023,2023051,14.0,247,Alpha Tauri,,93.877,93.995,,,0.449,0.567,,,0.21,0.567,,93.49,-,9.0,-,9,-,,-,
2,2023,2023051,15.0,248,Alpha Tauri,,93.713,,,,0.445,,,,0.445,,,93.468,-,-,-,,-,,-,
2,2023,2023051,16.0,249,Alpha Tauri,,93.744,,,,0.511,,,,0.511,,,93.251,-,-,-,,-,,-,
2,2023,2023051,17.0,250,Alpha Tauri,,94.294,92.879,,,1.241,-0.174,,,0.522,-0.174,,93.114,-,26.0,-,26,-,,-,
2,2023,2023051,18.0,251,Alpha Tauri,,93.406,93.104,,,0.315,0.013,,,0.315,-0.142,,93.202,-,26.0,-,26,-,,-,
2,2023,2023051,19.0,252,Alpha Tauri,,93.905,93.02,,,0.734,-0.151,,,0.224,-0.151,,93.256,-,26.0,-,26,-,,-,
2,2023,2023051,20.0,253,Alpha Tauri,,93.384,93.018,,,0.364,-0.002,,,0.364,-0.002,,93.105,-,26.0,-,26,-,,-,
2,2023,2023051,21.0,254,Alpha Tauri,,93.675,93.098,,,0.556,-0.021,,,0.061,-0.021,,93.217,-,26.0,-,26,-,,-,
2,2023,2023051,22.0,255,Alpha Tauri,,92.977,92.866,,,0.059,-0.052,,,0.059,-0.052,,93.065,-,26.0,-,26,-,,-,
2,2023,2023051,23.0,256,Alpha Tauri,,93.181,93.154,,,0.242,0.215,,,0.242,0.215,,93.069,-,26.0,-,26,-,,-,
2,2023,2023051,24.0,257,Alpha Tauri,,93.093,93.154,,,0.173,0.234,,,0.173,0.234,,93.003,-,9.0,-,9,-,,-,
2,2023,2023051,25.0,258,Alpha Tauri,,92.836,93.585,,,-0.076,0.673,,,-0.076,0.673,,92.921,-,9.0,-,9,-,,-,
2,2023,2023051,26.0,259,Alpha Tauri,,93.718,93.823,,,0.859,0.964,,,0.072,0.964,,92.914,-,9.0,-,9,-,,-,
2,2023,2023051,27.0,260,Alpha Tauri,,93.027,93.862,,,0.213,1.048,,,0.213,1.048,,92.933,-,9.0,-,9,-,,-,
2,2023,2023051,28.0,261,Alpha Tauri,,92.81,94.373,,,0.002,1.565,,,0.002,1.565,,92.906,-,9.0,-,9,-,,-,
2,2023,2023051,29.0,262,Alpha Tauri,,92.842,94.446,,,0.041,1.645,,,0.041,1.645,,92.816,-,9.0,-,9,-,,-,
2,2023,2023051,30.0,263,Alpha Tauri,,92.892,94.105,,,0.1,1.313,,,0.1,1.313,,92.894,-,9.0,-,9,-,,-,
2,2023,2023051,31.0,264,Alpha Tauri,,93.036,92.948,,,0.401,0.313,,,0.401,0.313,,92.701,-,26.0,-,26,-,,-,
2,2023,2023051,32.0,265,Alpha Tauri,,92.959,92.756,,,0.435,0.232,,,0.435,0.232,,92.657,-,26.0,-,26,-,,-,
2,2023,2023051,33.0,266,Alpha Tauri,,92.861,92.854,,,0.354,0.347,,,0.354,0.347,,92.924,-,26.0,-,26,-,,-,
2,2023,2023051,34.0,267,Alpha Tauri,,92.412,92.724,,,0.027,0.339,,,0.027,0.339,,92.417,-,9.0,-,9,-,,-,
2,2023,2023051,35.0,268,Alpha Tauri,,92.276,92.801,,,-0.056,0.469,,,-0.056,0.469,,92.352,-,9.0,-,9,-,,-,
2,2023,2023051,36.0,269,Alpha Tauri,,,92.884,,,,0.46,,,,0.46,,92.424,-,-,-,,-,,-,
2,2023,2023051,37.0,270,Alpha Tauri,,,92.945,,,,0.546,,,,0.546,,92.618,-,-,-,,-,,-,
2,2023,2023051,38.0,271,Alpha Tauri,,91.561,92.809,,,-0.812,0.436,,,-0.812,0.436,,92.461,-,9.0,-,9,-,,-,
2,2023,2023051,39.0,272,Alpha Tauri,,91.944,92.562,,,-0.399,0.219,,,-0.399,0.219,,92.372,-,9.0,-,9,-,,-,
2,2023,2023051,40.0,273,Alpha Tauri,,92.274,92.658,,,-0.054,0.33,,,-0.054,0.33,,92.416,-,9.0,-,9,-,,-,
2,2023,2023051,41.0,274,Alpha Tauri,,92.294,92.658,,,0.126,0.49,,,0.126,0.49,,92.204,-,9.0,-,9,-,,-,
2,2023,2023051,42.0,275,Alpha Tauri,,92.361,92.64,,,0.23,0.509,,,0.23,0.509,,92.161,-,9.0,-,9,-,,-,
2,2023,2023051,43.0,276,Alpha Tauri,,92.26,92.349,,,0.231,0.32,,,0.231,0.32,,92.029,-,9.0,-,9,-,,-,
2,2023,2023051,44.0,277,Alpha Tauri,,92.083,92.906,,,0.169,0.992,,,0.169,0.71,,91.956,-,9.0,-,9,-,,-,
2,2023,2023051,45.0,278,Alpha Tauri,,92.193,92.899,,,0.119,0.825,,,0.119,0.825,,92.088,-,9.0,-,9,-,,-,
2,2023,2023051,46.0,279,Alpha Tauri,,92.38,92.678,,,0.195,0.493,,,0.195,0.493,,92.278,-,9.0,-,9,-,,-,
2,2023,2023051,47.0,280,Alpha Tauri,,92.124,92.454,,,0.007,0.337,,,0.007,0.337,,92.136,-,9.0,-,9,-,,-,
2,2023,2023051,48.0,281,Alpha Tauri,,91.991,92.1,,,-0.003,0.106,,,-0.003,0.106,,92.284,-,9.0,-,9,-,,-,
2,2023,2023051,49.0,282,Alpha Tauri,,91.607,92.431,,,-0.391,0.433,,,-0.391,0.176,,92.133,-,9.0,-,9,-,,-,
2,2023,2023051,50.0,283,Alpha Tauri,,92.372,92.248,,,0.381,0.257,,,-0.464,0.257,,92.067,-,26.0,-,9,-,,-,
2,2023,2023051,51.0,284,Alpha Tauri,,91.448,92.052,,,-0.418,0.186,,,-0.418,0.186,,91.903,-,9.0,-,9,-,,-,
2,2023,2023051,52.0,285,Alpha Tauri,,91.503,92.131,,,-0.321,0.307,,,-0.321,0.307,,91.884,-,9.0,-,9,-,,-,
2,2023,2023051,53.0,286,Alpha Tauri,,91.514,92.072,,,-0.394,0.164,,,-0.394,0.164,,92.1,-,9.0,-,9,-,,-,
2,2023,2023051,54.0,287,Alpha Tauri,,91.482,91.913,,,-0.35,0.081,,,-0.35,0.081,,91.832,-,9.0,-,9,-,,-,
2,2023,2023051,55.0,288,Alpha Tauri,,91.19,91.988,,,-0.493,0.305,,,-0.493,0.305,,91.694,-,9.0,-,9,-,,-,
2,2023,2023051,56.0,289,Alpha Tauri,,91.038,91.93,,,-0.591,0.301,,,-0.591,0.301,,91.759,-,9.0,-,9,-,,-,
2,2023,2023051,57.0,290,Alpha Tauri,,91.325,91.562,,,-0.194,0.043,,,-0.194,0.043,,91.519,-,9.0,-,9,-,,-,
2,2023,2023061,1.0,291,Alpha Tauri,,,,,,,,,,,,,,-,-,-,,-,,-,
2,2023,2023061,2.0,292,Alpha Tauri,,,,,,,,,,,,,,-,-,-,,-,,-,
2,2023,2023061,3.0,293,Alpha Tauri,,80.281,80.58,,,0.688,0.987,,,0.688,0.987,,79.593,-,9.0,-,9,-,,-,
2,2023,2023061,4.0,294,Alpha Tauri,,80.032,80.376,,,0.679,1.023,,,0.679,1.023,,79.353,-,9.0,-,9,-,,-,
2,2023,2023061,5.0,295,Alpha Tauri,,79.296,79.79,,,0.375,0.869,,,0.375,0.869,,78.921,-,9.0,-,9,-,,-,
2,2023,2023061,6.0,296,Alpha Tauri,,78.73,79.224,,,0.113,0.607,,,0.113,0.607,,78.617,-,9.0,-,9,-,,-,
2,2023,2023061,7.0,297,Alpha Tauri,,78.712,79.038,,,0.167,0.493,,,0.167,0.493,,78.545,-,9.0,-,9,-,,-,
2,2023,2023061,8.0,298,Alpha Tauri,,78.951,78.743,,,0.5,0.292,,,0.5,0.292,,78.519,-,26.0,-,26,-,,-,
2,2023,2023061,9.0,299,Alpha Tauri,,78.859,79.454,,,0.296,0.891,,,0.296,0.287,,78.625,-,9.0,-,26,-,,-,
2,2023,2023061,10.0,300,Alpha Tauri,,78.697,78.957,,,0.025,0.285,,,0.025,0.285,,78.761,-,9.0,-,9,-,,-,
2,2023,2023061,11.0,301,Alpha Tauri,,79.297,79.07,,,0.428,0.201,,,0.428,0.201,,78.869,-,26.0,-,26,-,,-,
2,2023,2023061,12.0,302,Alpha Tauri,,79.627,80.182,,,0.491,1.046,,,-0.087,0.109,,79.452,-,9.0,-,9,-,,-,
2,2023,2023061,13.0,303,Alpha Tauri,,78.8,79.419,,,-0.348,0.271,,,-0.348,0.271,,79.213,-,9.0,-,9,-,,-,
2,2023,2023061,14.0,304,Alpha Tauri,,78.481,79.479,,,-0.663,0.335,,,-0.663,0.335,,79.198,-,9.0,-,9,-,,-,
2,2023,2023061,15.0,305,Alpha Tauri,,78.439,79.081,,,-0.683,-0.041,,,-0.683,-0.041,,79.181,-,9.0,-,9,-,,-,
2,2023,2023061,16.0,306,Alpha Tauri,,78.246,79.004,,,-0.877,-0.119,,,-0.877,-0.119,,79.123,-,9.0,-,9,-,,-,
2,2023,2023061,17.0,307,Alpha Tauri,,78.368,79.182,,,-0.609,0.205,,,-0.609,0.205,,79.326,-,9.0,-,9,-,,-,
2,2023,2023061,18.0,308,Alpha Tauri,,79.026,79.281,,,0.318,0.573,,,-0.241,0.573,,78.82,-,9.0,-,9,-,,-,
2,2023,2023061,19.0,309,Alpha Tauri,,78.567,79.234,,,-0.067,0.6,,,-0.067,0.6,,78.752,-,9.0,-,9,-,,-,
2,2023,2023061,20.0,310,Alpha Tauri,,79.131,79.188,,,0.788,0.845,,,0.788,0.845,,78.397,-,9.0,-,9,-,,-,
2,2023,2023061,21.0,311,Alpha Tauri,,79.26,79.398,,,1.035,1.173,,,1.035,1.173,,78.225,-,9.0,-,9,-,,-,
2,2023,2023061,22.0,312,Alpha Tauri,,79.152,79.578,,,1.015,1.441,,,1.015,1.441,,78.154,-,9.0,-,9,-,,-,
2,2023,2023061,23.0,313,Alpha Tauri,,79.239,79.699,,,1.047,1.507,,,1.047,1.507,,78.243,-,9.0,-,9,-,,-,
2,2023,2023061,24.0,314,Alpha Tauri,,79.314,80.198,,,1.146,2.03,,,1.146,1.747,,78.183,-,9.0,-,9,-,,-,
2,2023,2023061,25.0,315,Alpha Tauri,,79.335,80.132,,,1.127,1.924,,,1.127,1.924,,78.227,-,9.0,-,9,-,,-,
2,2023,2023061,26.0,316,Alpha Tauri,,79.272,80.163,,,0.925,1.816,,,0.925,1.816,,78.456,-,9.0,-,9,-,,-,
2,2023,2023061,27.0,317,Alpha Tauri,,78.465,80.154,,,0.069,1.758,,,0.069,1.758,,78.418,-,9.0,-,9,-,,-,
2,2023,2023061,28.0,318,Alpha Tauri,,78.369,79.973,,,-0.034,1.57,,,-0.034,1.57,,78.518,-,9.0,-,9,-,,-,
2,2023,2023061,29.0,319,Alpha Tauri,,78.2,80.009,,,-0.241,1.568,,,-0.241,1.568,,78.548,-,9.0,-,9,-,,-,
2,2023,2023061,30.0,320,Alpha Tauri,,78.335,79.267,,,-0.019,0.913,,,-0.019,0.913,,78.454,-,9.0,-,9,-,,-,
2,2023,2023061,31.0,321,Alpha Tauri,,78.463,79.067,,,0.078,0.682,,,0.078,0.682,,78.586,-,9.0,-,9,-,,-,
2,2023,2023061,32.0,322,Alpha Tauri,,78.519,78.941,,,-0.054,0.368,,,-0.054,0.368,,78.654,-,9.0,-,9,-,,-,
2,2023,2023061,33.0,323,Alpha Tauri,,78.457,79.071,,,-0.263,0.351,,,-0.263,0.351,,79.018,-,9.0,-,9,-,,-,
2,2023,2023061,34.0,324,Alpha Tauri,,78.039,79.328,,,-0.411,0.878,,,-0.411,0.878,,78.671,-,9.0,-,9,-,,-,
2,2023,2023061,35.0,325,Alpha Tauri,,77.75,80.911,,,-0.394,2.767,,,-0.394,1.056,,78.399,-,9.0,-,9,-,,-,
2,2023,2023061,36.0,326,Alpha Tauri,,77.68,79.072,,,-0.371,1.021,,,-0.371,1.021,,78.214,-,9.0,-,9,-,,-,
2,2023,2023061,37.0,327,Alpha Tauri,,77.992,79.096,,,-0.043,1.061,,,-0.043,1.061,,78.043,-,9.0,-,9,-,,-,
2,2023,2023061,38.0,328,Alpha Tauri,,78.195,78.75,,,0.266,0.821,,,0.266,0.821,,77.983,-,9.0,-,9,-,,-,
2,2023,2023061,39.0,329,Alpha Tauri,,78.338,80.38,,,0.399,2.441,,,0.399,0.643,,78.109,-,9.0,-,9,-,,-,
2,2023,2023061,40.0,330,Alpha Tauri,,78.328,78.413,,,0.395,0.48,,,0.395,0.48,,77.945,-,9.0,-,9,-,,-,
2,2023,2023061,41.0,331,Alpha Tauri,,78.074,78.207,,,0.225,0.358,,,0.225,0.358,,77.932,-,9.0,-,9,-,,-,
2,2023,2023061,42.0,332,Alpha Tauri,,78.189,77.814,,,0.343,-0.032,,,0.343,-0.032,,77.922,-,26.0,-,26,-,,-,
2,2023,2023061,43.0,333,Alpha Tauri,,78.046,77.561,,,0.13,-0.355,,,0.13,-0.355,,77.916,-,26.0,-,26,-,,-,
2,2023,2023061,44.0,334,Alpha Tauri,,78.0,77.646,,,0.085,-0.269,,,0.085,-0.269,,78.12,-,26.0,-,26,-,,-,
2,2023,2023061,45.0,335,Alpha Tauri,,77.879,77.746,,,0.029,-0.104,,,0.029,-0.104,,77.953,-,26.0,-,26,-,,-,
2,2023,2023061,46.0,336,Alpha Tauri,,77.956,77.785,,,0.282,0.111,,,0.282,0.111,,77.674,-,26.0,-,26,-,,-,
2,2023,2023061,47.0,337,Alpha Tauri,,78.169,77.579,,,0.424,-0.166,,,0.424,-0.166,,77.745,-,26.0,-,26,-,,-,
2,2023,2023061,48.0,338,Alpha Tauri,,78.098,77.608,,,0.303,-0.187,,,0.303,-0.187,,77.812,-,26.0,-,26,-,,-,
2,2023,2023061,49.0,339,Alpha Tauri,,78.32,78.016,,,0.274,-0.03,,,0.274,-0.03,,78.269,-,26.0,-,26,-,,-,
2,2023,2023061,50.0,340,Alpha Tauri,,78.64,78.497,,,-0.399,-0.542,,,-0.399,-0.542,,79.039,-,26.0,-,26,-,,-,
2,2023,2023061,51.0,341,Alpha Tauri,,83.804,84.546,,,0.769,1.511,,,0.769,1.511,,83.035,-,9.0,-,9,-,,-,
2,2023,2023061,52.0,342,Alpha Tauri,,92.268,89.326,,,4.335,1.393,,,4.335,1.393,,87.933,-,26.0,-,26,-,,-,
2,2023,2023061,53.0,343,Alpha Tauri,,,,,,,,,,,,,93.403,-,-,-,,-,,-,
2,2023,2023061,54.0,344,Alpha Tauri,,,,,,,,,,,,,99.882,-,-,-,,-,,-,
2,2023,2023061,55.0,345,Alpha Tauri,,101.834,108.77,,,-3.335,3.601,,,-3.335,3.601,,106.884,-,9.0,-,9,-,,-,
2,2023,2023061,56.0,346,Alpha Tauri,,102.479,104.129,,,0.032,1.682,,,0.032,1.682,,102.447,-,9.0,-,9,-,,-,
2,2023,2023061,57.0,347,Alpha Tauri,,102.945,106.026,,,0.257,3.338,,,0.257,3.338,,103.781,-,9.0,-,9,-,,-,
2,2023,2023061,58.0,348,Alpha Tauri,,105.898,103.778,,,0.326,-1.794,,,0.326,-1.794,,105.843,-,26.0,-,26,-,,-,
2,2023,2023061,59.0,349,Alpha Tauri,,102.608,104.385,,,-0.443,1.334,,,-0.443,1.334,,103.051,-,9.0,-,9,-,,-,
2,2023,2023061,60.0,350,Alpha Tauri,,103.593,102.056,,,1.433,-0.104,,,1.433,-0.104,,102.895,-,26.0,-,26,-,,-,
2,2023,2023061,61.0,351,Alpha Tauri,,102.234,101.415,,,0.808,-0.011,,,0.808,-0.011,,101.426,-,26.0,-,26,-,,-,
2,2023,2023061,62.0,352,Alpha Tauri,,100.84,100.276,,,0.545,-0.019,,,0.545,-0.019,,100.295,-,26.0,-,26,-,,-,
2,2023,2023061,63.0,353,Alpha Tauri,,99.932,100.486,,,0.207,0.761,,,0.207,0.761,,99.954,-,9.0,-,9,-,,-,
2,2023,2023061,64.0,354,Alpha Tauri,,103.104,98.636,,,4.079,-0.389,,,4.079,-0.389,,99.025,-,26.0,-,26,-,,-,
2,2023,2023061,65.0,355,Alpha Tauri,,98.497,96.475,,,0.799,-1.223,,,0.799,-1.223,,97.698,-,26.0,-,26,-,,-,
2,2023,2023061,66.0,356,Alpha Tauri,,97.427,95.654,,,1.599,-0.174,,,1.599,-0.174,,95.828,-,26.0,-,26,-,,-,
2,2023,2023061,67.0,357,Alpha Tauri,,97.623,94.011,,,2.654,-0.958,,,2.654,-0.958,,95.139,-,26.0,-,26,-,,-,
2,2023,2023061,68.0,358,Alpha Tauri,,137.012,99.526,,,42.872,5.386,,,4.892,-1.165,,96.703,-,26.0,-,26,-,,-,
2,2023,2023061,69.0,359,Alpha Tauri,,100.44,91.939,,,6.532,-1.969,,,6.532,-1.969,,94.112,-,26.0,-,26,-,,-,
2,2023,2023061,70.0,360,Alpha Tauri,,93.923,91.636,,,2.1,-0.187,,,2.1,-0.187,,93.689,-,26.0,-,26,-,,-,
2,2023,2023061,71.0,361,Alpha Tauri,,91.757,90.107,,,1.537,-0.113,,,1.537,-0.113,,90.22,-,26.0,-,26,-,,-,
2,2023,2023061,72.0,362,Alpha Tauri,,89.958,90.085,,,0.217,0.344,,,0.217,0.344,,89.741,-,9.0,-,9,-,,-,
2,2023,2023061,73.0,363,Alpha Tauri,,88.138,87.595,,,-0.284,-0.827,,,-0.284,-0.827,,88.539,-,26.0,-,26,-,,-,
2,2023,2023061,74.0,364,Alpha Tauri,,88.759,86.478,,,1.186,-1.095,,,1.186,-1.095,,87.645,-,26.0,-,26,-,,-,
2,2023,2023061,75.0,365,Alpha Tauri,,87.332,86.435,,,0.48,-0.417,,,0.48,-0.417,,87.194,-,26.0,-,26,-,,-,
2,2023,2023061,76.0,366,Alpha Tauri,,94.205,86.282,,,7.313,-0.61,,,7.313,-0.61,,86.892,-,26.0,-,26,-,,-,
2,2023,2023061,77.0,367,Alpha Tauri,,,88.038,,,,1.965,,,,1.965,,,-,-,-,,-,,-,
2,2023,2023071,1.0,368,Alpha Tauri,,,,,,,,,,,,,,-,-,-,,-,,-,
2,2023,2023071,2.0,369,Alpha Tauri,,,,,,,,,,,,,,-,-,-,,-,,-,
2,2023,2023071,3.0,370,Alpha Tauri,,81.587,82.007,,,0.042,0.462,,,0.042,0.462,,81.545,-,9.0,-,9,-,,-,
2,2023,2023071,4.0,371,Alpha Tauri,,81.03,81.717,,,-0.22,0.467,,,-0.22,0.467,,81.343,-,9.0,-,9,-,,-,
