DriverID,FullName,LastName,SeasonID,SprintIndex,Number,Color,Team,DriverIDT,CountryCode,CountryCodeRus,ConsistencyNormalizedAvg,OvertakesNormalizedAvg,QualiTeammateDiscreteAvg,ConsistencyTeammateDiscreteAvg,PaceTeammateDiscreteAvg,StartTeammateDiscreteAvg,OvertakesTeammateDiscreteAvg,MistakesTeammateDiscreteAvg,QualiTeammateNormalizedAvg,ConsistencyTeammateNormalizedAvg,PaceTeammateNormalizedAvg,StartTeammateNormalizedAvg,OvertakesTeammateNormalizedAvg,MistakesTeammateNormalizedAvg,PaceNormalizedAvg,StartNormalizedAvg,LevelNormalizedAvg,Label,RacesParticipated,Teammate,TeammateAbb
10,Lance Stroll,Stroll,2021,0,18,#006F62,Aston Martin,10_Aston_Martin,CAN,Канада,7.16,4.58,-,0.00,3.33,3.333333333333333,3.333333333333333,0.00,-,4.61,4.71,5.2679165226954385,4.644835311501978,4.561488507727825,4.25,7.29,6.75,2021,3.0,Sebastian Vettel,VET
10,Lance Stroll,Stroll,2021,1,18,#006F62,Aston Martin,10_Aston_Martin,CAN,Канада,7.12,6.15,3.64,6.19,4.29,5.238095238095238,4.285714285714286,5.45,4.67,5.11,4.92,5.197851457055803,5.273818895071064,5.496028437101092,5.29,6.96,6.93,2021,22.0,Sebastian Vettel,VET
10,Lance Stroll,Stroll,2021,2,18,#006F62,Aston Martin,10_Aston_Martin,CAN,Канада,7.12,5.95,3.64,5.42,4.17,5.0,4.166666666666667,4.80,4.67,5.05,4.89,5.206609590260757,5.191777558083793,5.374131924574145,5.15,7.00,6.91,2021,25.0,Sebastian Vettel,VET
10,Lance Stroll,Stroll,2022,0,18,#2D826D,Aston Martin,10_Aston_Martin,CAN,Канада,7.30,6.19,3.64,10.00,3.33,3.333333333333333,6.666666666666666,10.00,4.67,7.30,5.96,5.198295416915028,7.071591888772399,6.978916387792956,4.58,7.43,7.14,2022,3.0,Sebastian Vettel,VET
10,Lance Stroll,Stroll,2022,1,18,#2D826D,Aston Martin,10_Aston_Martin,CAN,Канада,6.63,5.52,3.64,4.74,4.74,5.7894736842105265,6.842105263157895,5.45,4.64,5.30,4.80,5.2362159268067145,5.401222987392008,5.5089360198524995,3.89,7.37,6.57,2022,22.0,Sebastian Vettel,VET
10,Lance Stroll,Stroll,2022,2,18,#2D826D,Aston Martin,10_Aston_Martin,CAN,Канада,6.71,5.60,3.64,5.45,4.55,5.454545454545454,6.8181818181818175,6.00,4.64,5.58,4.96,5.2310449481851204,5.629000564852972,5.685333664005356,3.97,7.38,6.64,2022,25.0,Sebastian Vettel,VET
10,Lance Stroll,Stroll,2023,0,18,#358C75,Aston Martin,10_Aston_Martin,CAN,Канада,6.94,7.67,0.00,6.00,2.00,4.0,6.0,3.33,4.26,5.30,4.64,4.959654967089911,5.182975672236658,5.743170068672601,5.20,5.40,6.80,2023,6.0,Fernando Alonso,ALO
10,Lance Stroll,Stroll,2023,1,18,#358C75,Aston Martin,10_Aston_Martin,CAN,Канада,6.72,5.75,1.36,6.84,2.63,6.315789473684211,3.1578947368421053,4.55,3.69,5.17,4.70,5.243996773060985,4.71252256769472,5.078247822614996,5.87,6.10,6.43,2023,22.0,Fernando Alonso,ALO
10,Lance Stroll,Stroll,2023,2,18,#358C75,Aston Martin,10_Aston_Martin,CAN,Канада,6.77,6.21,1.07,6.67,2.50,5.833333333333334,3.75,4.29,3.81,5.20,4.69,5.184758896817011,4.810533631140958,5.206117485318382,5.71,5.95,6.52,2023,28.0,Fernando Alonso,ALO
10,Lance Stroll,Stroll,2024,0,18,#229971,Aston Martin,10_Aston_Martin,CAN,Канада,6.98,6.13,5.00,10.00,6.00,4.0,8.0,5.00,4.34,7.07,5.05,5.6956868747608365,6.302527069170124,6.766790425160378,3.55,7.15,6.86,2024,6.0,Fernando Alonso,ALO
10,Lance Stroll,Stroll,2024,1,18,#229971,Aston Martin,10_Aston_Martin,CAN,Канада,5.95,6.65,2.08,5.50,2.50,3.5,6.5,4.58,4.28,4.87,4.65,4.729881610194288,5.5124445938599775,4.508419018742372,4.30,5.39,5.94,2024,24.0,Fernando Alonso,ALO
10,Lance Stroll,Stroll,2024,2,18,#229971,Aston Martin,10_Aston_Martin,CAN,Канада,6.15,6.55,2.67,6.40,3.20,3.5999999999999996,6.800000000000001,4.67,4.29,5.31,4.73,4.923042663107598,5.670461088922007,4.8697584437692525,4.15,5.70,6.12,2024,30.0,Fernando Alonso,ALO
10,Lance Stroll,Stroll,2025,0,18,#229971,Aston Martin,10_Aston_Martin,CAN,Канада,6.61,5.40,1.67,2.00,6.00,8.0,2.0,3.33,3.97,4.16,4.71,6.2111289616607435,5.4490644490644495,4.784130578461579,4.28,7.68,6.59,2025,6.0,Fernando Alonso,ALO
10,Lance Stroll,Stroll,2025,1,18,#229971,Aston Martin,10_Aston_Martin,CAN,Канада,6.21,5.61,0.00,5.29,1.76,3.5294117647058827,4.705882352941177,4.78,3.38,5.35,4.27,5.1772968627642815,5.260422292446286,5.663781069892687,3.49,5.90,6.06,2025,23.0,Fernando Alonso,ALO
10,Lance Stroll,Stroll,2025,2,18,#229971,Aston Martin,10_Aston_Martin,CAN,Канада,6.30,5.57,0.34,4.55,2.73,4.545454545454545,4.090909090909091,4.48,3.50,5.08,4.37,5.412258703422569,5.303295509859504,5.494617513848244,3.66,6.30,6.18,2025,29.0,Fernando Alonso,ALO
10,Lance Stroll,Stroll,Все сезоны,0,18,#229971,Все сезоны,10_Aston_Martin,CAN,Канада,7.00,5.99,2.22,5.60,4.13,4.533333333333333,5.2,4.33,4.19,5.69,5.01,5.466536548624392,5.730198878149122,5.766899193563068,4.37,6.99,6.83,Все сезоны,29.0,Fernando Alonso,ALO
10,Lance Stroll,Stroll,Все сезоны,1,18,#229971,Все сезоны,10_Aston_Martin,CAN,Канада,6.52,5.94,2.14,5.71,3.18,4.874554032139171,5.098319327731092,4.96,4.13,5.16,4.67,5.117048525976414,5.232086267292812,5.2510824736407296,4.57,6.35,6.39,Все сезоны,29.0,Fernando Alonso,ALO
10,Lance Stroll,Stroll,Все сезоны,2,18,#229971,Все сезоны,10_Aston_Martin,CAN,Канада,6.61,5.97,2.27,5.70,3.43,4.886666666666667,5.125151515151515,4.85,4.18,5.24,4.73,5.191542960358611,5.321013670571847,5.325991806303075,4.53,6.47,6.47,Все сезоны,29.0,Fernando Alonso,ALO
